sensor,x_gt,y_gt,vx_gt,vy_gt,p_x,p_y,vx,vy,RMSE_x,RMSE_y,RMSE_vx,RMSE_vy
L,0.440459,14.1696,-2.67925,-4.37181,0.805453,14.2146,-2.05641,-4.41229,0.262225,0.253859,0.443955,0.344406
R,0.307779,13.9502,-2.62984,-4.40617,0.62522,13.982,-1.98552,-4.48573,0.262507,0.25328,0.445091,0.34365
L,0.177545,13.7292,-2.58135,-4.43909,0.528246,13.757,-1.89595,-4.52431,0.262981,0.252702,0.446495,0.342906
R,0.0497099,13.5065,-2.53381,-4.47061,0.393875,13.5285,-1.80859,-4.5823,0.263411,0.252127,0.448169,0.342203
L,-0.0757753,13.2823,-2.48728,-4.50075,0.305818,13.2987,-1.71596,-4.61778,0.264071,0.251553,0.450172,0.341512
R,-0.198962,13.0566,-2.44179,-4.52955,0.125071,13.0974,-1.73554,-4.62146,0.264374,0.250995,0.451665,0.340791
L,-0.319903,12.8295,-2.39739,-4.55704,0.040592,12.8658,-1.64588,-4.65414,0.264888,0.250439,0.453469,0.340082
R,-0.438654,12.6011,-2.35412,-4.58326,-0.16439,12.6442,-1.6967,-4.65654,0.264931,0.249891,0.454593,0.339351
L,-0.555273,12.3714,-2.31202,-4.60823,-0.247034,12.4109,-1.61135,-4.68676,0.265141,0.249344,0.455993,0.33863
R,-0.669818,12.1404,-2.27111,-4.63198,-0.467353,12.2318,-1.69788,-4.66556,0.264894,0.248862,0.456583,0.337881
L,-0.78235,11.9083,-2.23144,-4.65456,-0.550188,11.9981,-1.61786,-4.69391,0.264757,0.24838,0.4574,0.337139
R,-0.892931,11.6751,-2.19304,-4.67598,-0.756852,11.7778,-1.67575,-4.69561,0.264326,0.247924,0.457682,0.336395
L,-1.00163,11.4409,-2.15594,-4.69628,-0.838678,11.5426,-1.59961,-4.72209,0.263965,0.247469,0.458163,0.335658
R,-1.1085,11.2057,-2.12017,-4.71549,-0.944718,11.3031,-1.59473,-4.72001,0.263608,0.24701,0.45848,0.334921
L,-1.21362,10.9695,-2.08575,-4.73364,-1.02258,11.0668,-1.52197,-4.74397,0.263335,0.246554,0.458992,0.33419
R,-1.31706,10.7324,-2.05273,-4.75075,-1.12227,10.8303,-1.45703,-4.77379,0.263076,0.246102,0.459675,0.333466
L,-1.41889,10.4945,-2.02111,-4.76686,-1.19322,10.5913,-1.38306,-4.79574,0.262925,0.245652,0.460596,0.332749
R,-1.51917,10.2559,-1.99093,-4.78198,-1.31025,10.3255,-1.33448,-4.83407,0.262716,0.245164,0.461618,0.332048
L,-1.61797,10.0165,-1.96221,-4.79615,-1.37507,10.0835,-1.25987,-4.85405,0.262634,0.244677,0.462919,0.331357
R,-1.71539,9.77637,-1.93498,-4.80939,-1.49358,9.86524,-1.27827,-4.84487,0.262473,0.244223,0.463919,0.330656
L,-1.81147,9.53564,-1.90924,-4.82172,-1.55568,9.62276,-1.2071,-4.86309,0.262445,0.243769,0.465192,0.329963
R,-1.90631,9.29431,-1.88502,-4.83316,-1.74601,9.38665,-1.26948,-4.87226,0.262097,0.243326,0.465931,0.329273
L,-1.99998,9.05243,-1.86233,-4.84374,-1.80775,9.14282,-1.20161,-4.88944,0.261841,0.242883,0.466924,0.328591
R,-2.09256,8.81003,-1.8412,-4.85347,-1.91795,8.93088,-1.23235,-4.87103,0.261535,0.242499,0.46761,0.327902
L,-2.18412,8.56717,-1.82164,-4.86238,-1.97794,8.68714,-1.16855,-4.88672,0.261328,0.242115,0.468539,0.327219
R,-2.27474,8.32388,-1.80365,-4.87047,-2.18384,8.43574,-1.27802,-4.88794,0.260849,0.241718,0.468791,0.326538
L,-2.3645,8.0802,-1.78726,-4.87778,-2.24625,8.19117,-1.21966,-4.90283,0.260419,0.241322,0.469244,0.325864
R,-2.45348,7.83617,-1.77248,-4.8843,-2.31604,7.99777,-1.20839,-4.88127,0.26003,0.241047,0.469676,0.32519
L,-2.54177,7.59184,-1.75931,-4.89006,-2.37502,7.75355,-1.15225,-4.89483,0.259715,0.240774,0.470323,0.324521
R,-2.62944,7.34723,-1.74777,-4.89507,-2.62789,7.52332,-1.38074,-4.85443,0.259182,0.240545,0.469946,0.323865
L,-2.71658,7.10238,-1.73786,-4.89933,-2.69576,7.28045,-1.33567,-4.86702,0.258656,0.240323,0.46969,0.32321
R,-2.80326,6.85734,-1.72958,-4.90286,-2.76689,7.05127,-1.3024,-4.87042,0.25814,0.240152,0.469525,0.322559
L,-2.88957,6.61214,-1.72295,-4.90566,-2.83086,6.80762,-1.25764,-4.88217,0.257644,0.239988,0.469508,0.321909
R,-2.97559,6.36681,-1.71797,-4.90774,-2.89531,6.57106,-1.29064,-4.85994,0.257175,0.239855,0.469345,0.321274
L,-3.0614,6.12139,-1.71464,-4.90911,-2.95882,6.32795,-1.25104,-4.87028,0.25674,0.23973,0.469322,0.320638
R,-3.14709,5.87592,-1.71297,-4.90976,-3.12446,6.08517,-1.3413,-4.86445,0.25623,0.239616,0.468972,0.320008
L,-3.23274,5.63043,-1.71295,-4.9097,-3.19062,5.84185,-1.30604,-4.87403,0.255733,0.23951,0.468741,0.319378
R,-3.31843,5.38496,-1.71458,-4.90893,-3.31556,5.5762,-1.40011,-4.86225,0.255225,0.239338,0.468229,0.318758
L,-3.40424,5.13955,-1.71787,-4.90745,-3.38482,5.33301,-1.37124,-4.87047,0.254723,0.239174,0.467811,0.318135
R,-3.49026,4.89422,-1.72281,-4.90525,-3.46283,5.07763,-1.36194,-4.87962,0.254227,0.23898,0.467438,0.317513
L,-3.57657,4.64902,-1.72939,-4.90233,-3.5302,4.83357,-1.33394,-4.88735,0.253745,0.238791,0.467177,0.316891
R,-3.66325,4.40398,-1.73763,-4.89868,-3.66038,4.55992,-1.44923,-4.87497,0.253249,0.238523,0.466612,0.316275
L,-3.75039,4.15913,-1.74749,-4.8943,-3.7323,4.31613,-1.42853,-4.88108,0.252758,0.23826,0.466128,0.31566
R,-3.83806,3.91452,-1.75899,-4.88918,-3.85195,4.071,-1.47817,-4.87664,0.252269,0.237997,0.465553,0.315049
L,-3.92635,3.67019,-1.77212,-4.8833,-3.92538,3.82714,-1.46022,-4.88204,0.251782,0.237737,0.465057,0.31444
R,-4.01533,3.42616,-1.78686,-4.87666,-4.06651,3.62394,-1.59101,-4.83259,0.251317,0.237597,0.464321,0.313846
L,-4.10509,3.18248,-1.8032,-4.86925,-4.14577,3.38232,-1.58057,-4.83601,0.250848,0.237463,0.463635,0.313251
R,-4.19571,2.93919,-1.82113,-4.86104,-4.28014,3.10746,-1.68961,-4.82691,0.250423,0.237238,0.462821,0.31266
L,-4.28727,2.69633,-1.84065,-4.85202,-4.36447,2.86617,-1.68527,-4.82842,0.249992,0.237018,0.462039,0.312069
R,-4.37985,2.45393,-1.86173,-4.84218,-4.46019,2.59197,-1.71388,-4.83799,0.249567,0.236721,0.461253,0.311477
L,-4.47352,2.21205,-1.88436,-4.83149,-4.54578,2.35014,-1.71142,-4.83886,0.249135,0.236426,0.460505,0.310889
R,-4.56836,1.97072,-1.90853,-4.81994,-4.65744,2.0894,-1.82815,-4.81173,0.248727,0.236093,0.459665,0.310305
L,-4.66444,1.72998,-1.93422,-4.80751,-4.74893,1.84895,-1.83323,-4.80979,0.248314,0.235763,0.458845,0.309723
R,-4.76186,1.48989,-1.9614,-4.79417,-4.88286,1.57922,-1.94303,-4.79549,0.247961,0.235386,0.457989,0.309145
L,-4.86066,1.25049,-1.99007,-4.7799,-4.98024,1.33964,-1.95385,-4.79109,0.247607,0.235011,0.457143,0.30857
R,-4.96095,1.01182,-2.02019,-4.76468,-5.0821,1.10191,-1.9878,-4.77762,0.247258,0.23464,0.456299,0.307999
L,-5.06277,0.77393,-2.05174,-4.74848,-5.18175,0.863248,-2.00012,-4.77247,0.246907,0.234269,0.455468,0.307434
R,-5.16621,0.536876,-2.08471,-4.73127,-5.23211,0.536878,-1.97854,-4.82102,0.246485,0.233838,0.454675,0.306917
L,-5.27133,0.300706,-2.11906,-4.71303,-5.33129,0.296041,-1.99075,-4.816,0.24606,0.23341,0.453908,0.306417
R,-5.3782,0.0654719,-2.15477,-4.69374,-5.46918,0.0747026,-2.02118,-4.80196,0.245672,0.232984,0.453151,0.305927
L,-5.4869,-0.168772,-2.1918,-4.67335,-5.57048,-0.165178,-2.03294,-4.79699,0.245277,0.23256,0.452428,0.305462
R,-5.59748,-0.401971,-2.23014,-4.65185,-5.70487,-0.359755,-2.10308,-4.74862,0.244917,0.232152,0.451672,0.304964
L,-5.71001,-0.634069,-2.26974,-4.62919,-5.81032,-0.596932,-2.11755,-4.74219,0.244549,0.231744,0.450949,0.304488
R,-5.82456,-0.865006,-2.31058,-4.60536,-5.89487,-0.843491,-2.16389,-4.72503,0.244145,0.23133,0.450223,0.304025
L,-5.94118,-1.09472,-2.35262,-4.58032,-6.00345,-1.07944,-2.18165,-4.71685,0.243736,0.230917,0.449532,0.30359
R,-6.05993,-1.32316,-2.39581,-4.55404,-6.05124,-1.3687,-2.13399,-4.75594,0.243301,0.23052,0.449001,0.303287
L,-6.18087,-1.55025,-2.44014,-4.52648,-6.15828,-1.60622,-2.14982,-4.74881,0.242871,0.230134,0.448536,0.303037
R,-6.30406,-1.77593,-2.48555,-4.49762,-6.29218,-1.84072,-2.26072,-4.71077,0.242441,0.229758,0.44794,0.302766
L,-6.42954,-2.00014,-2.532,-4.46742,-6.40569,-2.07589,-2.2823,-4.70035,0.242017,0.229396,0.447394,0.302547
R,-6.55738,-2.22281,-2.57946,-4.43585,-6.58901,-2.27262,-2.39209,-4.64209,0.241597,0.229011,0.446744,0.302262
L,-6.68761,-2.44386,-2.62788,-4.40288,-6.70916,-2.5043,-2.41681,-4.62927,0.241177,0.228637,0.446135,0.302029
R,-6.82029,-2.66323,-2.6772,-4.36847,-6.88236,-2.71412,-2.51878,-4.57935,0.240783,0.228256,0.445453,0.301758
L,-6.95546,-2.88084,-2.7274,-4.3326,-7.00891,-2.9426,-2.54657,-4.56396,0.240383,0.227888,0.444804,0.301542
R,-7.09316,-3.09663,-2.7784,-4.29523,-7.13257,-3.17531,-2.56596,-4.55476,0.239977,0.227539,0.444208,0.301406
L,-7.23344,-3.3105,-2.83017,-4.25632,-7.26146,-3.40255,-2.59319,-4.53932,0.239567,0.227209,0.443658,0.301344
R,-7.37632,-3.5224,-2.88265,-4.21586,-7.41177,-3.65514,-2.62852,-4.5429,0.239163,0.226951,0.443144,0.301437
L,-7.52184,-3.73223,-2.93579,-4.1738,-7.54378,-3.88177,-2.65554,-4.52716,0.238755,0.22673,0.442686,0.30163
R,-7.67004,-3.93992,-2.98953,-4.13012,-7.67994,-4.09237,-2.70452,-4.49169,0.238347,0.226518,0.442242,0.301856
L,-7.82094,-4.14538,-3.04381,-4.08479,-7.81577,-4.3164,-2.73262,-4.47466,0.23794,0.226351,0.441861,0.3022
R,-7.97457,-4.34854,-3.09857,-4.03778,-7.96875,-4.53677,-2.77922,-4.44966,0.237535,0.226233,0.441502,0.30264
L,-8.13095,-4.5493,-3.15376,-3.98906,-8.10831,-4.75867,-2.80773,-4.43172,0.237136,0.226177,0.441213,0.303224
R,-8.2901,-4.74759,-3.2093,-3.93862,-8.25688,-4.96814,-2.82418,-4.40956,0.236743,0.226159,0.441036,0.303947
L,-8.45204,-4.94331,-3.26514,-3.88641,-8.39865,-5.18804,-2.85134,-4.39205,0.236364,0.226224,0.440947,0.30485
R,-8.61678,-5.13637,-3.32121,-3.83242,-8.55862,-5.34697,-2.90262,-4.32037,0.235991,0.226173,0.440874,0.305648
L,-8.78433,-5.32669,-3.37745,-3.77663,-8.70431,-5.56238,-2.93011,-4.30178,0.235642,0.226206,0.440896,0.306644
R,-8.95469,-5.51417,-3.43377,-3.71901,-8.87261,-5.75967,-2.97778,-4.26303,0.235296,0.226273,0.440947,0.307739
L,-9.12788,-5.69872,-3.49012,-3.65955,-9.02205,-5.97218,-3.00548,-4.24355,0.234984,0.226446,0.441099,0.309066
R,-9.30388,-5.88026,-3.54643,-3.59823,-9.1558,-6.12266,-3.02625,-4.17976,0.23475,0.2265,0.441384,0.310363
L,-9.4827,-6.05868,-3.60261,-3.53503,-9.30764,-6.33099,-3.05346,-4.15993,0.234578,0.226667,0.441783,0.311923
R,-9.66432,-6.23389,-3.6586,-3.46994,-9.501,-6.50889,-3.12028,-4.1029,0.234379,0.226843,0.442135,0.313519
L,-9.84874,-6.4058,-3.71431,-3.40295,-9.65755,-6.71334,-3.1482,-4.08152,0.23425,0.227154,0.442599,0.315407
R,-10.0359,-6.57431,-3.76969,-3.33404,-9.94883,-6.82199,-3.33706,-3.923,0.23392,0.227224,0.442566,0.316686
L,-10.2259,-6.73933,-3.82463,-3.26321,-10.1163,-7.01728,-3.36947,-3.89519,0.233622,0.227408,0.442608,0.318221
R,-10.4186,-6.90075,-3.87907,-3.19046,-10.301,-7.1645,-3.43556,-3.8171,0.233339,0.227535,0.442611,0.319704
L,-10.614,-7.05849,-3.93293,-3.11577,-10.4734,-7.35443,-3.46869,-3.78701,0.233098,0.22779,0.442683,0.321462
R,-10.8121,-7.21245,-3.98613,-3.03916,-10.7099,-7.4584,-3.58578,-3.65309,0.232795,0.227851,0.442553,0.322832
L,-11.0128,-7.36252,-4.03859,-2.96062,-10.8899,-7.64002,-3.62077,-3.61842,0.232524,0.228028,0.442475,0.324463
R,-11.2161,-7.50862,-4.09021,-2.88015,-11.0752,-7.77593,-3.66834,-3.54281,0.232289,0.228164,0.442411,0.326108
L,-11.422,-7.65064,-4.14093,-2.79777,-11.2593,-7.95199,-3.70308,-3.50649,0.2321,0.228436,0.442396,0.328042
R,-11.6304,-7.78849,-4.19066,-2.71349,-11.4657,-8.05403,-3.77161,-3.39609,0.231916,0.228563,0.442324,0.329777
L,-11.8413,-7.92208,-4.23932,-2.6273,-11.6549,-8.22267,-3.80655,-3.35687,0.231786,0.228828,0.442294,0.331809
R,-12.0546,-8.05131,-4.28682,-2.53924,-11.8646,-8.31867,-3.85993,-3.24782,0.231665,0.22896,0.442246,0.333673
L,-12.2702,-8.17609,-4.33309,-2.44932,-12.0582,-8.47984,-3.89445,-3.20634,0.231606,0.229234,0.442235,0.335848
R,-12.4881,-8.29633,-4.37802,-2.35756,-12.3062,-8.56687,-3.99351,-3.07437,0.231466,0.229376,0.442065,0.337721
L,-12.7082,-8.41193,-4.42156,-2.26399,-12.5065,-8.71926,-4.02847,-3.02842,0.231379,0.229661,0.44192,0.339896
R,-12.9304,-8.5228,-4.4636,-2.16863,-12.7328,-8.77327,-4.09142,-2.88156,0.231281,0.229729,0.441719,0.341697
L,-13.1547,-8.62886,-4.50407,-2.07151,-12.9379,-8.91593,-4.12591,-2.83197,0.231237,0.22993,0.441535,0.343795
R,-13.381,-8.73002,-4.54289,-1.97267,-13.2401,-8.95905,-4.24507,-2.64916,0.231011,0.229927,0.441162,0.345324
L,-13.6092,-8.82619,-4.57997,-1.87214,-13.4529,-9.08994,-4.27933,-2.59345,0.230818,0.23004,0.440796,0.347117
R,-13.8392,-8.91729,-4.61524,-1.76997,-13.7039,-9.07133,-4.35344,-2.37261,0.230584,0.229844,0.440355,0.348195
L,-14.0709,-9.00324,-4.64861,-1.6662,-13.922,-9.18825,-4.38665,-2.31063,0.230377,0.229719,0.439917,0.349491
R,-14.3043,-9.08395,-4.68001,-1.56086,-14.1946,-9.23987,-4.46221,-2.16964,0.230103,0.229529,0.439408,0.35058
L,-14.5391,-9.15936,-4.70936,-1.45402,-14.4182,-9.34655,-4.49365,-2.10375,0.229849,0.229412,0.438897,0.351883
R,-14.7754,-9.22939,-4.73658,-1.34573,-14.6454,-9.41485,-4.52807,-1.99346,0.22961,0.22929,0.438379,0.353162
L,-15.013,-9.29397,-4.76161,-1.23603,-14.8722,-9.51266,-4.55755,-1.9251,0.229392,0.229259,0.437857,0.354665
R,-15.2517,-9.35302,-4.78436,-1.125,-15.1502,-9.5827,-4.61471,-1.80707,0.229113,0.22926,0.437293,0.356112
L,-15.4916,-9.40649,-4.80476,-1.01269,-15.3813,-9.67113,-4.64199,-1.73579,0.228847,0.229375,0.436723,0.357788
R,-15.7324,-9.45431,-4.82275,-0.899159,-15.67,-9.6441,-4.70518,-1.50863,0.228528,0.229266,0.436113,0.358811
L,-15.9741,-9.49642,-4.83827,-0.784484,-15.9055,-9.71745,-4.72947,-1.43067,0.228215,0.229242,0.435498,0.360018
R,-16.2164,-9.53277,-4.85124,-0.668734,-16.2265,-9.61477,-4.79865,-1.12879,0.227874,0.228943,0.434855,0.360359
L,-16.4594,-9.5633,-4.8616,-0.55198,-16.4665,-9.66893,-4.81823,-1.04208,0.227534,0.228674,0.434212,0.360816
R,-16.7027,-9.58797,-4.8693,-0.434301,-16.675,-9.63731,-4.82139,-0.854591,0.2272,0.228349,0.433573,0.361007
L,-16.9464,-9.60673,-4.87427,-0.315773,-16.916,-9.67767,-4.83668,-0.763344,0.226869,0.228043,0.432935,0.361295
R,-17.1903,-9.61954,-4.87646,-0.196479,-17.1087,-9.86565,-4.83149,-0.842003,0.226576,0.228098,0.432301,0.362465
L,-17.4342,-9.62636,-4.87583,-0.0765024,-17.3503,-9.90549,-4.84576,-0.755513,0.226288,0.228265,0.431666,0.363804
R,-17.6781,-9.62717,-4.87232,0.0440703,-17.6587,-9.81663,-4.88086,-0.500255,0.225957,0.228161,0.431031,0.364466
L,-17.9216,-9.62194,-4.86588,0.165151,-17.9026,-9.83925,-4.88948,-0.407406,0.225628,0.22813,0.4304,0.365249
R,-18.1648,-9.61064,-4.85648,0.286648,-18.1892,-9.70529,-4.89735,-0.113409,0.225302,0.227854,0.429776,0.365356
L,-18.4074,-9.59325,-4.84408,0.40847,-18.4337,-9.70841,-4.89865,-0.0133704,0.224978,0.227606,0.429159,0.365533
R,-18.6493,-9.56977,-4.82864,0.530522,-18.6507,-9.6914,-4.88554,0.0990308,0.22465,0.22737,0.428546,0.365742
L,-18.8904,-9.54017,-4.81012,0.652707,-18.8946,-9.68389,-4.88247,0.199439,0.224325,0.227172,0.427942,0.366026
R,-19.1305,-9.50447,-4.78851,0.774927,-19.1213,-9.58682,-4.85751,0.382883,0.224001,0.226887,0.427339,0.366104
L,-19.3694,-9.46265,-4.76378,0.897083,-19.3636,-9.56509,-4.84835,0.485222,0.223678,0.226626,0.426747,0.366244
R,-19.6069,-9.41472,-4.73591,1.01907,-19.6321,-9.37978,-4.80642,0.78822,0.223361,0.226308,0.42615,0.365927
L,-19.8431,-9.36071,-4.70487,1.1408,-19.8716,-9.33766,-4.78745,0.896246,0.223046,0.225987,0.425562,0.365637
R,-20.0775,-9.30061,-4.67066,1.26215,-20.1526,-9.07212,-4.71857,1.22872,0.222763,0.225994,0.424962,0.365118
L,-20.3102,-9.23446,-4.63328,1.38303,-20.3875,-9.0079,-4.68795,1.34081,0.222484,0.225996,0.424366,0.364605
R,-20.5409,-9.16227,-4.59271,1.50334,-20.6042,-9.04227,-4.68211,1.34847,0.222193,0.225765,0.42379,0.36418
L,-20.7696,-9.08409,-4.54895,1.62296,-20.8372,-8.97216,-4.64952,1.45687,0.221907,0.225524,0.423223,0.363771
R,-20.9959,-8.99994,-4.50202,1.74179,-21.101,-8.84823,-4.60869,1.61681,0.221664,0.225349,0.422663,0.363318
L,-21.2198,-8.90987,-4.45191,1.85972,-21.3302,-8.76472,-4.5694,1.72473,0.221429,0.225163,0.422113,0.362876
R,-21.4412,-8.81393,-4.39865,1.97666,-21.5751,-8.65545,-4.52112,1.86721,0.221231,0.225004,0.42157,0.362413
L,-21.6597,-8.71217,-4.34224,2.0925,-21.7997,-8.55945,-4.47537,1.97435,0.221046,0.224834,0.421038,0.361959
R,-21.8754,-8.60465,-4.2827,2.20712,-22.0101,-8.26248,-4.32017,2.30638,0.220851,0.225247,0.420454,0.361491
L,-22.0881,-8.49143,-4.22007,2.32043,-22.2244,-8.14447,-4.2597,2.41624,0.220661,0.225677,0.419873,0.361023
R,-22.2975,-8.37258,-4.15437,2.43232,-22.4236,-8.01019,-4.19923,2.50871,0.220455,0.226171,0.419296,0.360543
L,-22.5035,-8.24817,-4.08564,2.5427,-22.6317,-7.88217,-4.13435,2.61425,0.220252,0.226678,0.418723,0.360063
R,-22.7061,-8.11829,-4.01391,2.65145,-22.804,-7.7991,-4.06299,2.70175,0.220008,0.226985,0.418152,0.359575
L,-22.9049,-7.98301,-3.93923,2.75848,-23.0052,-7.6615,-3.99279,2.80447,0.219768,0.2273,0.417585,0.359088
R,-23.1,-7.84243,-3.86163,2.8637,-23.1963,-7.53994,-3.89135,2.94701,0.219524,0.22754,0.417014,0.358621
L,-23.2911,-7.69663,-3.78118,2.967,-23.3887,-7.39011,-3.81248,3.04837,0.219283,0.227794,0.416446,0.358155
R,-23.4781,-7.54572,-3.69792,3.06828,-23.5813,-7.24721,-3.76218,3.10391,0.219049,0.228017,0.41589,0.35767
L,-23.6609,-7.3898,-3.61191,3.16746,-23.7672,-7.08969,-3.68121,3.19952,0.218821,0.228244,0.415339,0.357186
R,-23.8393,-7.22897,-3.52321,3.26445,-23.9581,-6.91175,-3.60576,3.28853,0.218611,0.228533,0.414796,0.356703
L,-24.0132,-7.06336,-3.43189,3.35916,-24.1361,-6.74512,-3.52079,3.37935,0.218409,0.228824,0.41426,0.356221
R,-24.1825,-6.89307,-3.33801,3.45149,-24.3021,-6.51243,-3.39537,3.51452,0.218202,0.22937,0.41371,0.355754
L,-24.347,-6.71823,-3.24166,3.54138,-24.4695,-6.33461,-3.3034,3.60111,0.218001,0.229924,0.413165,0.355288
R,-24.5066,-6.53896,-3.14289,3.62873,-24.6386,-6.21531,-3.20915,3.68259,0.217815,0.230228,0.412623,0.354821
L,-24.6612,-6.35538,-3.0418,3.71347,-24.7965,-6.02917,-3.11128,3.76564,0.217635,0.230538,0.412086,0.354355
R,-24.8107,-6.16764,-2.93846,3.79553,-24.9163,-5.82463,-2.96802,3.87443,0.217413,0.230912,0.411537,0.353905
L,-24.955,-5.97587,-2.83295,3.87484,-25.062,-5.62903,-2.86327,3.95247,0.217193,0.231298,0.410991,0.353455
R,-25.094,-5.7802,-2.72537,3.95132,-25.1736,-5.38476,-2.7185,4.05353,0.216943,0.231889,0.410444,0.353024
L,-25.2276,-5.58079,-2.61581,4.02492,-25.3067,-5.18036,-2.60811,4.12542,0.216693,0.232498,0.4099,0.352594
R,-25.3556,-5.37777,-2.50435,4.09557,-25.4633,-5.02696,-2.56256,4.14675,0.216477,0.23289,0.409368,0.352137
L,-25.4779,-5.1713,-2.39109,4.16322,-25.5886,-4.81805,-2.45256,4.21274,0.216266,0.23329,0.40884,0.351681
R,-25.5946,-4.96152,-2.27613,4.22781,-25.7008,-4.73732,-2.41253,4.20218,0.21605,0.233266,0.408362,0.351221
L,-25.7055,-4.7486,-2.15956,4.2893,-25.8187,-4.52577,-2.30397,4.26267,0.215844,0.233239,0.407892,0.350762
R,-25.8105,-4.53268,-2.04149,4.34764,-25.9341,-4.32157,-2.21776,4.30414,0.215654,0.233184,0.407458,0.35031
L,-25.9096,-4.31392,-1.92202,4.40279,-26.0421,-4.10507,-2.10813,4.35888,0.215479,0.233124,0.407037,0.349859
R,-26.0027,-4.0925,-1.80125,4.45471,-26.1798,-3.92942,-1.98277,4.42297,0.215388,0.232969,0.406612,0.349407
L,-26.0897,-3.86856,-1.67928,4.50337,-26.276,-3.70709,-1.86702,4.47307,0.215317,0.232812,0.406196,0.348957
R,-26.1706,-3.64227,-1.55623,4.54875,-26.3495,-3.49231,-1.67847,4.54932,0.215231,0.232635,0.405718,0.348504
L,-26.2453,-3.41381,-1.4322,4.59081,-26.4303,-3.26382,-1.55455,4.59314,0.215158,0.232459,0.405241,0.348054
R,-26.3138,-3.18332,-1.30729,4.62954,-26.4556,-3.00894,-1.33219,4.66507,0.215001,0.232328,0.40472,0.34761
L,-26.376,-2.95098,-1.18162,4.66493,-26.5188,-2.77487,-1.20024,4.70074,0.214847,0.232201,0.404201,0.347167
R,-26.4319,-2.71697,-1.05529,4.69696,-26.5631,-2.58511,-1.04967,4.7267,0.214674,0.231999,0.403682,0.346725
L,-26.4815,-2.48143,-0.928411,4.72562,-26.6122,-2.34815,-0.914342,4.75473,0.214501,0.231801,0.403166,0.346285
R,-26.5247,-2.24456,-0.80109,4.75091,-26.6592,-2.0903,-0.789525,4.78079,0.214335,0.231636,0.402652,0.345846
L,-26.5616,-2.0065,-0.673434,4.77284,-26.6952,-1.85082,-0.653789,4.80123,0.214168,0.231474,0.402141,0.345409
R,-26.5921,-1.76744,-0.545553,4.79141,-26.7016,-1.58682,-0.518367,4.817,0.213968,0.231359,0.401633,0.344972
L,-26.6161,-1.52753,-0.417552,4.80664,-26.7241,-1.34573,-0.383037,4.82964,0.213766,0.231247,0.401128,0.344537
R,-26.6338,-1.28695,-0.289538,4.81852,-26.7048,-1.1549,-0.193451,4.82827,0.213525,0.23105,0.40065,0.344102
L,-26.6451,-1.04586,-0.161616,4.8271,-26.7109,-0.913472,-0.0543801,4.83184,0.213282,0.230855,0.400181,0.343669
R,-26.65,-0.804425,-0.0338883,4.83238,-26.7626,-0.737598,0.0268163,4.82163,0.213089,0.230589,0.39969,0.343237
L,-26.6485,-0.562811,0.0935412,4.83439,-26.7578,-0.496662,0.164422,4.8189,0.212892,0.230324,0.399204,0.342808
R,-26.6406,-0.321181,0.220572,4.83317,-26.7493,-0.258553,0.330547,4.81377,0.212695,0.230057,0.398743,0.34238
L,-26.6264,-0.0796947,0.347104,4.82874,-26.7293,-0.0182308,0.470024,4.80216,0.212492,0.22979,0.398293,0.341956
R,-26.6059,0.161489,0.473041,4.82116,-26.7137,0.215462,0.618514,4.78718,0.212295,0.22952,0.397863,0.341534
L,-26.5792,0.402213,0.598287,4.81045,-26.6793,0.454242,0.758274,4.76704,0.21209,0.22925,0.397449,0.341117
R,-26.5462,0.642323,0.722748,4.79667,-26.6727,0.671475,0.838307,4.74742,0.211921,0.228971,0.396999,0.340704
L,-26.5069,0.881666,0.846334,4.77986,-26.6274,0.908121,0.974158,4.72141,0.211744,0.228691,0.396559,0.340295
R,-26.4616,1.12009,0.968955,4.76007,-26.558,1.24111,1.07208,4.71833,0.211537,0.228489,0.396103,0.339882
L,-26.4101,1.35745,1.09053,4.73737,-26.5011,1.47617,1.20235,4.68682,0.211325,0.228284,0.395655,0.339474
R,-26.3526,1.59361,1.21096,4.71181,-26.4763,1.58286,1.24847,4.63616,0.211155,0.228004,0.395175,0.339078
L,-26.2891,1.82841,1.33018,4.68345,-26.4108,1.81371,1.37362,4.60064,0.210983,0.227726,0.394697,0.338688
R,-26.2197,2.06173,1.44811,4.65235,-26.3449,2.03174,1.48352,4.56237,0.210816,0.227453,0.394219,0.338304
L,-26.1444,2.29342,1.56467,4.61859,-26.2677,2.25874,1.60593,4.52074,0.210647,0.227183,0.393745,0.337926
R,-26.0633,2.52336,1.67979,4.58223,-26.2031,2.48141,1.66355,4.49356,0.210504,0.226917,0.393267,0.337544
L,-25.9765,2.75141,1.79339,4.54334,-26.117,2.7049,1.78029,4.4486,0.210363,0.226653,0.392791,0.337168
R,-25.8841,2.97746,1.90543,4.502,-26.0381,2.92541,1.91014,4.39744,0.210245,0.226394,0.392317,0.336799
L,-25.7861,3.20139,2.01582,4.45828,-25.9397,3.14391,2.02572,4.3454,0.210127,0.226138,0.391844,0.336439
R,-25.6826,3.42306,2.12452,4.41227,-25.8773,3.38427,2.09648,4.31759,0.210091,0.225874,0.391375,0.336067
L,-25.5737,3.64239,2.23146,4.36404,-25.7697,3.59868,2.20803,4.26162,0.210058,0.225614,0.390907,0.335701
R,-25.4596,3.85924,2.3366,4.31367,-25.6499,3.77196,2.31646,4.19054,0.210013,0.225384,0.390441,0.335353
