sensor,x_gt,y_gt,vx_gt,vy_gt,p_x,p_y,vx,vy,RMSE_x,RMSE_y,RMSE_vx,RMSE_vy
R,0.0497099,13.5065,-2.53381,-4.47061,0.194893,13.5789,-1.99361,-4.56816,0.153014,0.112111,0.666771,0.275379
L,-0.0757753,13.2823,-2.48728,-4.50075,0.0328474,13.3587,-2.0044,-4.58208,0.15284,0.111974,0.666046,0.274804
R,-0.198962,13.0566,-2.44179,-4.52955,-0.0651647,13.1288,-1.91864,-4.61864,0.152759,0.111825,0.665466,0.274245
L,-0.319903,12.8295,-2.39739,-4.55704,-0.110796,12.8889,-1.75567,-4.67163,0.153061,0.111644,0.665361,0.273732
R,-0.438654,12.6011,-2.35412,-4.58326,-0.196258,12.6546,-1.66508,-4.70467,0.15358,0.11145,0.665469,0.273236
L,-0.555273,12.3714,-2.31202,-4.60823,-0.323474,12.4225,-1.64654,-4.7236,0.154019,0.111252,0.665469,0.272733
R,-0.669818,12.1404,-2.27111,-4.63198,-0.403535,12.1857,-1.55802,-4.75353,0.154701,0.111045,0.66569,0.272244
L,-0.78235,11.9083,-2.23144,-4.65456,-0.511048,11.9682,-1.52811,-4.75904,0.155413,0.11087,0.665862,0.271728
R,-0.892931,11.6751,-2.19304,-4.67598,-0.585236,11.7297,-1.44144,-4.786,0.156414,0.110683,0.666265,0.271225
L,-1.00163,11.4409,-2.15594,-4.69628,-0.783524,11.5056,-1.56225,-4.77262,0.156739,0.110523,0.665963,0.270674
R,-1.1085,11.2057,-2.12017,-4.71549,-0.85963,11.2665,-1.48406,-4.79751,0.157261,0.110354,0.665835,0.270135
L,-1.21362,10.9695,-2.08575,-4.73364,-1.05339,11.054,-1.60782,-4.76992,0.157274,0.110254,0.66513,0.269555
R,-1.31706,10.7324,-2.05273,-4.75075,-1.13199,10.8151,-1.53814,-4.79284,0.157406,0.110149,0.664549,0.268982
L,-1.41889,10.4945,-2.02111,-4.76686,-1.27532,10.5673,-1.57328,-4.80342,0.157348,0.110015,0.663763,0.26841
R,-1.51917,10.2559,-1.99093,-4.78198,-1.35228,10.3268,-1.5075,-4.82447,0.157391,0.109876,0.663091,0.267846
L,-1.61797,10.0165,-1.96221,-4.79615,-1.48514,10.1177,-1.54648,-4.80365,0.157294,0.109841,0.662227,0.267271
R,-1.71539,9.77637,-1.93498,-4.80939,-1.56088,9.87722,-1.48513,-4.82297,0.157282,0.109804,0.661465,0.266701
L,-1.81147,9.53564,-1.90924,-4.82172,-1.66428,9.65225,-1.47777,-4.82081,0.15724,0.109834,0.660656,0.266133
R,-1.90631,9.29431,-1.88502,-4.83316,-1.73664,9.41091,-1.4185,-4.83858,0.157295,0.109863,0.659953,0.265568
L,-1.99998,9.05243,-1.86233,-4.84374,-1.82203,9.11707,-1.36756,-4.89202,0.157388,0.109712,0.659343,0.265026
R,-2.09256,8.81003,-1.8412,-4.85347,-1.88887,8.8722,-1.30767,-4.90837,0.157611,0.109555,0.658865,0.264493
L,-2.18412,8.56717,-1.82164,-4.86238,-2.00924,8.62479,-1.33807,-4.91295,0.157687,0.109389,0.658229,0.263959
R,-2.27474,8.32388,-1.80365,-4.87047,-2.07469,8.37891,-1.28169,-4.92796,0.157887,0.109219,0.65772,0.263435
L,-2.3645,8.0802,-1.78726,-4.87778,-2.16041,8.13905,-1.26455,-4.93228,0.158107,0.109058,0.657217,0.262911
R,-2.45348,7.83617,-1.77248,-4.8843,-2.22222,7.89224,-1.20962,-4.94604,0.158478,0.108892,0.656855,0.262397
L,-2.54177,7.59184,-1.75931,-4.89006,-2.3656,7.65267,-1.2935,-4.93514,0.158555,0.108738,0.656182,0.261873
R,-2.62944,7.34723,-1.74777,-4.89507,-2.429,7.40574,-1.24435,-4.94776,0.15875,0.108579,0.655629,0.261357
L,-2.71658,7.10238,-1.73786,-4.89933,-2.57053,7.15808,-1.32591,-4.9413,0.1587,0.108416,0.654819,0.260837
R,-2.80326,6.85734,-1.72958,-4.90286,-2.63569,6.91088,-1.28215,-4.95284,0.158737,0.108249,0.654109,0.260326
L,-2.88957,6.61214,-1.72295,-4.90566,-2.72045,6.69412,-1.28174,-4.93543,0.15878,0.108156,0.653387,0.259805
R,-2.97559,6.36681,-1.71797,-4.90774,-2.78345,6.44722,-1.23993,-4.9461,0.158929,0.108058,0.652774,0.259292
L,-3.0614,6.12139,-1.71464,-4.90911,-2.8615,6.20643,-1.22756,-4.94762,0.159114,0.107976,0.652193,0.258783
R,-3.14709,5.87592,-1.71297,-4.90976,-2.92183,5.95894,-1.18691,-4.95753,0.159434,0.107887,0.651737,0.258282
L,-3.23274,5.63043,-1.71295,-4.9097,-3.0274,5.69374,-1.21883,-4.96974,0.159643,0.107746,0.651185,0.257795
R,-3.31843,5.38496,-1.71458,-4.90893,-3.08736,5.44517,-1.18096,-4.97887,0.159989,0.107599,0.65076,0.257321
L,-3.40424,5.13955,-1.71787,-4.90745,-3.22057,5.19465,-1.26541,-4.97173,0.16009,0.107442,0.650096,0.256844
R,-3.49026,4.89422,-1.72281,-4.90525,-3.28298,4.94601,-1.23261,-4.97997,0.160303,0.10728,0.649543,0.25638
L,-3.57657,4.64902,-1.72939,-4.90233,-3.434,4.68625,-1.34486,-4.97336,0.160237,0.107094,0.648716,0.255916
R,-3.66325,4.40398,-1.73763,-4.89868,-3.50053,4.43755,-1.31802,-4.98054,0.160247,0.106906,0.647978,0.255467
L,-3.75039,4.15913,-1.74749,-4.8943,-3.68118,4.18588,-1.47917,-4.95652,0.159993,0.106711,0.646933,0.254999
R,-3.83806,3.91452,-1.75899,-4.88918,-3.75462,3.93806,-1.46016,-4.96216,0.159767,0.106514,0.645946,0.254545
L,-3.92635,3.67019,-1.77212,-4.8833,-3.84439,3.70076,-1.47165,-4.95427,0.15954,0.106325,0.644968,0.254091
R,-4.01533,3.42616,-1.78686,-4.87666,-3.91748,3.45306,-1.45398,-4.95948,0.159348,0.106133,0.644057,0.253654
L,-4.10509,3.18248,-1.8032,-4.86925,-4.03499,3.21378,-1.51176,-4.94428,0.159102,0.105947,0.643076,0.25321
R,-4.19571,2.93919,-1.82113,-4.86104,-4.11017,2.9666,-1.49728,-4.94868,0.158886,0.105759,0.642159,0.252785
L,-4.28727,2.69633,-1.84065,-4.85202,-4.21622,2.70131,-1.52978,-4.95703,0.158644,0.105558,0.641223,0.252387
R,-4.37985,2.45393,-1.86173,-4.84218,-4.29235,2.45351,-1.51705,-4.96094,0.158435,0.105358,0.640359,0.252014
L,-4.47352,2.21205,-1.88436,-4.83149,-4.43048,2.1999,-1.60442,-4.94922,0.158158,0.105161,0.639381,0.251642
R,-4.56836,1.97072,-1.90853,-4.81994,-4.51043,1.95251,-1.59575,-4.95202,0.1579,0.104969,0.638466,0.251299
L,-4.66444,1.72998,-1.93422,-4.80751,-4.65926,1.69298,-1.69612,-4.94065,0.157604,0.104797,0.637436,0.25096
R,-4.76186,1.48989,-1.9614,-4.79417,-4.7439,1.44605,-1.69178,-4.94214,0.157314,0.104636,0.636459,0.250655
L,-4.86066,1.25049,-1.99007,-4.7799,-4.78808,1.2043,-1.62395,-4.95301,0.157084,0.104479,0.635667,0.250411
R,-4.96095,1.01182,-2.02019,-4.76468,-4.86906,0.956734,-1.61707,-4.95526,0.156892,0.104339,0.634963,0.250216
L,-5.06277,0.77393,-2.05174,-4.74848,-4.92897,0.721415,-1.58022,-4.95431,0.156813,0.104195,0.634437,0.250067
R,-5.16621,0.536876,-2.08471,-4.73127,-5.00773,0.473781,-1.57224,-4.95684,0.156819,0.104074,0.634032,0.249981
L,-5.27133,0.300706,-2.11906,-4.71303,-5.09768,0.232197,-1.58457,-4.95111,0.156884,0.103966,0.633696,0.249938
R,-5.3782,0.0654719,-2.15477,-4.69374,-5.17669,-0.0152707,-1.57748,-4.95338,0.15707,0.103891,0.633499,0.249974
L,-5.4869,-0.168772,-2.1918,-4.67335,-5.26979,-0.253676,-1.59611,-4.94418,0.15733,0.103828,0.633365,0.250053
R,-5.59748,-0.401971,-2.23014,-4.65185,-5.3494,-0.500789,-1.59015,-4.9461,0.157753,0.10381,0.63339,0.250228
L,-5.71001,-0.634069,-2.26974,-4.62919,-5.55896,-0.685275,-1.80806,-4.85538,0.157729,0.103668,0.632854,0.250145
R,-5.82456,-0.865006,-2.31058,-4.60536,-5.64941,-0.927868,-1.8118,-4.85399,0.157796,0.10355,0.632422,0.25014
L,-5.94118,-1.09472,-2.35262,-4.58032,-5.7731,-1.17799,-1.86585,-4.84632,0.157834,0.103485,0.63196,0.250198
R,-6.05993,-1.32316,-2.39581,-4.55404,-5.86648,-1.42011,-1.87151,-4.84414,0.157975,0.103462,0.631608,0.250352
L,-6.18087,-1.55025,-2.44014,-4.52648,-6.05237,-1.62481,-2.03149,-4.77495,0.15788,0.103374,0.630955,0.250345
R,-6.30406,-1.77593,-2.48555,-4.49762,-6.15419,-1.86328,-2.04361,-4.76977,0.157852,0.103321,0.630384,0.250426
L,-6.42954,-2.00014,-2.532,-4.46742,-6.27732,-2.10245,-2.08767,-4.75654,0.157833,0.103318,0.629824,0.250573
R,-6.55738,-2.22281,-2.57946,-4.43585,-6.38197,-2.33999,-2.10099,-4.75067,0.157898,0.10337,0.629355,0.250828
L,-6.68761,-2.44386,-2.62788,-4.40288,-6.57607,-2.54172,-2.26073,-4.67516,0.157759,0.103351,0.628626,0.250907
R,-6.82029,-2.66323,-2.6772,-4.36847,-6.68952,-2.77511,-2.28,-4.6658,0.157673,0.103382,0.627965,0.251084
L,-6.95546,-2.88084,-2.7274,-4.3326,-6.79787,-3.02216,-2.28587,-4.67124,0.157673,0.103538,0.627412,0.251442
R,-7.09316,-3.09663,-2.7784,-4.29523,-6.91256,-3.25536,-2.30439,-4.66214,0.157758,0.103781,0.626944,0.251935
L,-7.23344,-3.3105,-2.83017,-4.25632,-7.06544,-3.44874,-2.39124,-4.6013,0.157795,0.10392,0.626391,0.252316
R,-7.37632,-3.5224,-2.88265,-4.21586,-7.18547,-3.67839,-2.4127,-4.59008,0.15792,0.104144,0.625919,0.252837
L,-7.52184,-3.73223,-2.93579,-4.1738,-7.37913,-3.83234,-2.56466,-4.4759,0.157871,0.10413,0.625221,0.253023
R,-7.67004,-3.93992,-2.98953,-4.13012,-7.50797,-4.05562,-2.59164,-4.46033,0.157885,0.104172,0.624584,0.253327
L,-7.82094,-4.14538,-3.04381,-4.08479,-7.69949,-4.26634,-2.71142,-4.40103,0.157775,0.104234,0.623819,0.253569
R,-7.97457,-4.34854,-3.09857,-4.03778,-7.83574,-4.48579,-2.74156,-4.38232,0.157715,0.104364,0.623105,0.253933
L,-8.13095,-4.5493,-3.15376,-3.98906,-8.03154,-4.70328,-2.8551,-4.32991,0.157553,0.104572,0.622291,0.254278
R,-8.2901,-4.74759,-3.2093,-3.93862,-8.17503,-4.91911,-2.88777,-4.30819,0.157429,0.10487,0.62152,0.254755
L,-8.45204,-4.94331,-3.26514,-3.88641,-8.32586,-5.12823,-2.93023,-4.27759,0.157334,0.105242,0.620777,0.255337
R,-8.61678,-5.13637,-3.32121,-3.83242,-8.4731,-5.34142,-2.96297,-4.25498,0.157291,0.105734,0.620082,0.256081
L,-8.78433,-5.32669,-3.37745,-3.77663,-8.69702,-5.52738,-3.10869,-4.16229,0.157108,0.106194,0.619239,0.256623
R,-8.95469,-5.51417,-3.43377,-3.71901,-8.85327,-5.73469,-3.14495,-4.13497,0.156956,0.106778,0.618431,0.257318
L,-9.12788,-5.69872,-3.49012,-3.65955,-9.0266,-5.91539,-3.21061,-4.07246,0.156803,0.10733,0.617613,0.257991
R,-9.30388,-5.88026,-3.54643,-3.59823,-9.18797,-6.11816,-3.24761,-4.04301,0.156686,0.108023,0.61683,0.258832
L,-9.4827,-6.05868,-3.60261,-3.53503,-9.37695,-6.23571,-3.34806,-3.91007,0.156545,0.108323,0.615985,0.259301
R,-9.66432,-6.23389,-3.6586,-3.46994,-9.54524,-6.43025,-3.38748,-3.87597,0.156436,0.10873,0.615167,0.25992
L,-9.84874,-6.4058,-3.71431,-3.40295,-9.69907,-6.61836,-3.40711,-3.84661,0.156415,0.109231,0.61441,0.260734
R,-10.0359,-6.57431,-3.76969,-3.33404,-9.87028,-6.80972,-3.44538,-3.81236,0.156446,0.10988,0.613685,0.26174
L,-10.2259,-6.73933,-3.82463,-3.26321,-10.0977,-6.95529,-3.56775,-3.69545,0.156362,0.110391,0.61286,0.262475
R,-10.4186,-6.90075,-3.87907,-3.19046,-10.277,-7.13897,-3.60806,-3.6561,0.156316,0.111044,0.612059,0.263388
L,-10.614,-7.05849,-3.93293,-3.11577,-10.5289,-7.29187,-3.74446,-3.53783,0.156138,0.111657,0.611162,0.264055
R,-10.8121,-7.21245,-3.98613,-3.03916,-10.7171,-7.46753,-3.78649,-3.49281,0.15598,0.112414,0.610281,0.264885
L,-11.0128,-7.36252,-4.03859,-2.96062,-10.9821,-7.60263,-3.92933,-3.35208,0.155738,0.113056,0.609331,0.265389
R,-11.2161,-7.50862,-4.09021,-2.88015,-11.1795,-7.76885,-3.97279,-3.30046,0.155502,0.113832,0.60839,0.26603
L,-11.422,-7.65064,-4.14093,-2.79777,-11.3381,-7.90416,-3.97855,-3.24112,0.155326,0.11455,0.607486,0.266784
R,-11.6304,-7.78849,-4.19066,-2.71349,-11.5379,-8.06482,-4.02032,-3.18917,0.155167,0.115426,0.606594,0.267708
L,-11.8413,-7.92208,-4.23932,-2.6273,-11.7272,-8.15752,-4.06982,-3.06349,0.155054,0.116003,0.605706,0.26841
R,-12.0546,-8.05131,-4.28682,-2.53924,-11.9316,-8.30921,-4.1111,-3.00787,0.154962,0.116725,0.604828,0.269279
L,-12.2702,-8.17609,-4.33309,-2.44932,-12.1574,-8.38422,-4.19594,-2.84463,0.154847,0.117125,0.603922,0.269769
R,-12.4881,-8.29633,-4.37802,-2.35756,-12.3681,-8.52483,-4.23701,-2.78308,0.15475,0.117641,0.603024,0.2704
L,-12.7082,-8.41193,-4.42156,-2.26399,-12.5812,-8.58787,-4.29962,-2.62265,0.154671,0.117869,0.602116,0.270721
R,-12.9304,-8.5228,-4.4636,-2.16863,-12.7971,-8.71725,-4.33968,-2.55581,0.154609,0.118185,0.601215,0.271163
L,-13.1547,-8.62886,-4.50407,-2.07151,-13.0823,-8.77853,-4.46071,-2.35696,0.154421,0.118296,0.600282,0.271209
R,-13.381,-8.73002,-4.54289,-1.97267,-13.3062,-8.89443,-4.49955,-2.28193,0.154237,0.118467,0.599354,0.271335
L,-13.6092,-8.82619,-4.57997,-1.87214,-13.537,-8.91948,-4.56115,-2.08065,0.154051,0.118398,0.598427,0.271163
R,-13.8392,-8.91729,-4.61524,-1.76997,-13.7658,-9.02141,-4.5976,-1.9988,0.153867,0.118356,0.597503,0.271043
L,-14.0709,-9.00324,-4.64861,-1.6662,-14.0054,-9.08961,-4.64603,-1.86797,0.153673,0.118271,0.596584,0.270857
R,-14.3043,-9.08395,-4.68001,-1.56086,-14.2384,-9.18082,-4.67945,-1.78259,0.15348,0.118211,0.595668,0.27072
L,-14.5391,-9.15936,-4.70936,-1.45402,-14.4708,-9.25155,-4.71219,-1.67383,0.153292,0.118141,0.594756,0.270579
R,-14.7754,-9.22939,-4.73658,-1.34573,-14.707,-9.333,-4.74237,-1.58632,0.153105,0.118099,0.593849,0.270492
L,-15.013,-9.29397,-4.76161,-1.23603,-14.9873,-9.31218,-4.81682,-1.32539,0.152878,0.117924,0.592954,0.270126
R,-15.2517,-9.35302,-4.78436,-1.125,-15.2286,-9.37598,-4.84241,-1.22862,0.152652,0.117752,0.592063,0.269776
L,-15.4916,-9.40649,-4.80476,-1.01269,-15.4938,-9.45673,-4.88153,-1.15368,0.152421,0.117606,0.591183,0.26948
R,-15.7324,-9.45431,-4.82275,-0.899159,-15.7383,-9.51196,-4.90344,-1.05672,0.152192,0.117471,0.590309,0.269213
L,-15.9741,-9.49642,-4.83827,-0.784484,-15.9972,-9.56601,-4.93305,-0.958939,0.151968,0.117357,0.589445,0.268978
R,-16.2164,-9.53277,-4.85124,-0.668734,-16.2442,-9.61148,-4.95107,-0.861049,0.151748,0.11726,0.588587,0.268781
L,-16.4594,-9.5633,-4.8616,-0.55198,-16.4959,-9.58097,-4.97076,-0.645872,0.151535,0.117089,0.587738,0.268429
R,-16.7027,-9.58797,-4.8693,-0.434301,-16.7446,-9.61064,-4.98313,-0.542218,0.151326,0.116921,0.586896,0.268094
L,-16.9464,-9.60673,-4.87427,-0.315773,-17.0194,-9.5749,-5.00749,-0.329411,0.151154,0.11676,0.586069,0.267697
R,-17.1903,-9.61954,-4.87646,-0.196479,-17.2697,-9.58863,-5.01346,-0.220539,0.150992,0.1166,0.585249,0.267304
L,-17.4342,-9.62636,-4.87583,-0.0765024,-17.5245,-9.59001,-5.01906,-0.0986869,0.150849,0.116444,0.584437,0.266912
R,-17.6781,-9.62717,-4.87232,0.0440703,-17.7753,-9.59219,-5.02002,0.0108955,0.150719,0.116288,0.583632,0.266525
L,-17.9216,-9.62194,-4.86588,0.165151,-18.0238,-9.54452,-5.0098,0.193736,0.150599,0.116193,0.582828,0.266138
R,-18.1648,-9.61064,-4.85648,0.286648,-18.274,-9.53202,-5.00418,0.306249,0.150495,0.116101,0.58203,0.265751
L,-18.4074,-9.59325,-4.84408,0.40847,-18.4898,-9.54591,-4.98001,0.357293,0.150341,0.11596,0.581227,0.265378
R,-18.6493,-9.56977,-4.82864,0.530522,-18.7384,-9.5253,-4.97093,0.466962,0.150199,0.115816,0.580432,0.265014
L,-18.8904,-9.54017,-4.81012,0.652707,-18.9822,-9.50421,-4.95772,0.567334,0.150063,0.115665,0.579645,0.26467
R,-19.1305,-9.50447,-4.78851,0.774927,-19.2296,-9.47313,-4.94405,0.676141,0.149941,0.11551,0.578867,0.26434
L,-19.3694,-9.46265,-4.76378,0.897083,-19.4558,-9.34251,-4.88634,0.937431,0.149796,0.115523,0.57807,0.263968
R,-19.6069,-9.41472,-4.73591,1.01907,-19.6994,-9.29281,-4.86311,1.05131,0.149663,0.115542,0.577279,0.263594
L,-19.8431,-9.36071,-4.70487,1.1408,-19.9325,-9.16039,-4.80134,1.28946,0.149525,0.115874,0.576474,0.263336
R,-20.0775,-9.30061,-4.67066,1.26215,-20.1716,-9.09302,-4.76834,1.40657,0.149396,0.116239,0.575674,0.263073
L,-20.3102,-9.23446,-4.63328,1.38303,-20.3835,-9.17869,-4.77855,1.26492,0.149234,0.116111,0.574906,0.262774
R,-20.5409,-9.16227,-4.59271,1.50334,-20.6216,-9.11281,-4.74906,1.37149,0.149084,0.115976,0.574149,0.262494
L,-20.7696,-9.08409,-4.54895,1.62296,-20.8303,-9.00294,-4.68143,1.53999,0.148908,0.115892,0.573378,0.26216
R,-20.9959,-8.99994,-4.50202,1.74179,-21.0634,-8.92329,-4.64473,1.64736,0.148741,0.1158,0.572618,0.261837
L,-21.2198,-8.90987,-4.45191,1.85972,-21.2588,-8.83508,-4.57763,1.76093,0.148545,0.115705,0.57185,0.261521
R,-21.4412,-8.81393,-4.39865,1.97666,-21.4865,-8.74442,-4.53545,1.86689,0.148356,0.115601,0.571092,0.261218
L,-21.6597,-8.71217,-4.34224,2.0925,-21.691,-8.70311,-4.50105,1.8895,0.148157,0.11544,0.570354,0.261073
R,-21.8754,-8.60465,-4.2827,2.20712,-21.9148,-8.60614,-4.45711,1.99095,0.147965,0.115279,0.569631,0.260958
L,-22.0881,-8.49143,-4.22007,2.32043,-22.1174,-8.51639,-4.40195,2.07535,0.147767,0.115126,0.568918,0.260915
R,-22.2975,-8.37258,-4.15437,2.43232,-22.3362,-8.41019,-4.3539,2.17434,0.147576,0.114983,0.568225,0.260907
L,-22.5035,-8.24817,-4.08564,2.5427,-22.5591,-8.31477,-4.3174,2.2477,0.1474,0.114877,0.567569,0.261008
R,-22.7061,-8.11829,-4.01391,2.65145,-22.7736,-8.20004,-4.26605,2.34369,0.147239,0.114798,0.566939,0.261149
L,-22.9049,-7.98301,-3.93923,2.75848,-22.9661,-7.97344,-4.1336,2.59801,0.147071,0.114641,0.566249,0.260925
R,-23.1,-7.84243,-3.86163,2.8637,-23.1711,-7.84116,-4.07049,2.69582,0.146917,0.114484,0.565577,0.260714
L,-23.2911,-7.69663,-3.78118,2.967,-23.3812,-7.67407,-3.9933,2.83272,0.146791,0.114333,0.564911,0.260452
R,-23.4781,-7.54572,-3.69792,3.06828,-23.579,-7.53012,-3.92377,2.92827,0.146685,0.11418,0.564262,0.260199
L,-23.6609,-7.3898,-3.61191,3.16746,-23.736,-7.36261,-3.80371,3.05583,0.146537,0.114033,0.563582,0.259909
R,-23.8393,-7.22897,-3.52321,3.26445,-23.9241,-7.20758,-3.72713,3.14878,0.146405,0.113883,0.562916,0.259626
L,-24.0132,-7.06336,-3.43189,3.35916,-24.0944,-7.08947,-3.6629,3.18874,0.146268,0.113737,0.562281,0.259426
R,-24.1825,-6.89307,-3.33801,3.45149,-24.2755,-6.92791,-3.58417,3.27699,0.14615,0.113597,0.561667,0.259234
L,-24.347,-6.71823,-3.24166,3.54138,-24.3977,-6.67115,-3.38075,3.49044,0.145977,0.113471,0.560956,0.258898
R,-24.5066,-6.53896,-3.14289,3.62873,-24.5644,-6.49456,-3.28934,3.57671,0.145811,0.113341,0.560253,0.258563
L,-24.6612,-6.35538,-3.0418,3.71347,-24.6601,-6.31218,-3.12088,3.67767,0.145616,0.113211,0.559516,0.258223
R,-24.8107,-6.16764,-2.93846,3.79553,-24.8136,-6.12635,-3.022,3.75934,0.145421,0.11308,0.558784,0.257885
L,-24.955,-5.97587,-2.83295,3.87484,-24.9948,-5.94609,-2.96631,3.81984,0.145241,0.11294,0.558081,0.257556
R,-25.094,-5.7802,-2.72537,3.95132,-25.1405,-5.75329,-2.8655,3.89603,0.145068,0.112798,0.557386,0.257229
L,-25.2276,-5.58079,-2.61581,4.02492,-25.2708,-5.5687,-2.75875,3.95924,0.144892,0.11265,0.556695,0.25691
R,-25.3556,-5.37777,-2.50435,4.09557,-25.406,-5.36907,-2.65429,4.03002,0.144724,0.112502,0.556011,0.256592
L,-25.4779,-5.1713,-2.39109,4.16322,-25.5383,-5.15571,-2.54366,4.10805,0.144566,0.112356,0.555332,0.256269
R,-25.5946,-4.96152,-2.27613,4.22781,-25.6627,-4.94879,-2.43516,4.17328,0.144418,0.11221,0.554661,0.255947
L,-25.7055,-4.7486,-2.15956,4.2893,-25.7756,-4.76368,-2.33422,4.21257,0.144273,0.112065,0.554005,0.255641
R,-25.8105,-4.53268,-2.04149,4.34764,-25.8894,-4.55168,-2.22349,4.27205,0.14414,0.111923,0.553358,0.255336
L,-25.9096,-4.31392,-1.92202,4.40279,-25.9825,-4.32025,-2.07922,4.34712,0.144,0.111777,0.552693,0.255018
R,-26.0027,-4.0925,-1.80125,4.45471,-26.0835,-4.10168,-1.96371,4.40051,0.143872,0.111632,0.552036,0.254701
L,-26.0897,-3.86856,-1.67928,4.50337,-26.1508,-3.83989,-1.78055,4.49114,0.143718,0.111497,0.551342,0.25437
R,-26.1706,-3.64227,-1.55623,4.54875,-26.2367,-3.61429,-1.65856,4.53761,0.143572,0.111362,0.550652,0.254041
L,-26.2453,-3.41381,-1.4322,4.59081,-26.2322,-3.3408,-1.38197,4.62675,0.143388,0.111279,0.549946,0.25372
R,-26.3138,-3.18332,-1.30729,4.62954,-26.298,-3.10865,-1.24996,4.66415,0.143205,0.111201,0.549245,0.253398
L,-26.376,-2.95098,-1.18162,4.66493,-26.313,-2.86375,-1.04324,4.70755,0.143056,0.111146,0.548583,0.253082
R,-26.4319,-2.71697,-1.05529,4.69696,-26.3617,-2.62779,-0.905903,4.7359,0.142917,0.111095,0.547932,0.252765
L,-26.4815,-2.48143,-0.928411,4.72562,-26.4913,-2.45974,-0.941576,4.70865,0.142735,0.110958,0.547231,0.252443
R,-26.5247,-2.24456,-0.80109,4.75091,-26.535,-2.22383,-0.811241,4.73285,0.142554,0.110821,0.546533,0.252122
L,-26.5616,-2.0065,-0.673434,4.77284,-26.6068,-2.01943,-0.750121,4.7298,0.142391,0.110682,0.545851,0.251811
R,-26.5921,-1.76744,-0.545553,4.79141,-26.6411,-1.7826,-0.622012,4.74835,0.142231,0.110544,0.545171,0.2515
L,-26.6161,-1.52753,-0.417552,4.80664,-26.6156,-1.53381,-0.403268,4.76865,0.142051,0.110405,0.544481,0.251189
R,-26.6338,-1.28695,-0.289538,4.81852,-26.6324,-1.29527,-0.270412,4.77803,0.141872,0.110266,0.543794,0.25088
L,-26.6451,-1.04586,-0.161616,4.8271,-26.6345,-1.06661,-0.128242,4.77584,0.141694,0.110132,0.543111,0.250577
R,-26.65,-0.804425,-0.0338883,4.83238,-26.6376,-0.82791,0.00523907,4.77755,0.141517,0.11,0.542432,0.250277
L,-26.6485,-0.562811,0.0935412,4.83439,-26.6616,-0.593255,0.0924794,4.77729,0.141341,0.109873,0.541752,0.24998
R,-26.6406,-0.321181,0.220572,4.83317,-26.6537,-0.354632,0.223975,4.77294,0.141166,0.109748,0.541074,0.249685
L,-26.6264,-0.0796947,0.347104,4.82874,-26.5847,-0.0888278,0.451833,4.77105,0.141005,0.109612,0.540425,0.24939
R,-26.6059,0.161489,0.473041,4.82116,-26.5588,0.149224,0.586707,4.75635,0.140849,0.109477,0.539782,0.249101
L,-26.5792,0.402213,0.598287,4.81045,-26.5491,0.409336,0.688351,4.75959,0.140682,0.109342,0.53913,0.248804
R,-26.5462,0.642323,0.722748,4.79667,-26.5114,0.646654,0.821011,4.73851,0.140519,0.109207,0.538485,0.248513
L,-26.5069,0.881666,0.846334,4.77986,-26.5384,0.903659,0.838711,4.75026,0.140354,0.109077,0.53782,0.24821
R,-26.4616,1.12009,0.968955,4.76007,-26.4933,1.14043,0.965887,4.72604,0.14019,0.108947,0.537157,0.24791
L,-26.4101,1.35745,1.09053,4.73737,-26.4299,1.38173,1.11257,4.6982,0.140021,0.10882,0.536498,0.247613
R,-26.3526,1.59361,1.21096,4.71181,-26.3711,1.61571,1.23896,4.66646,0.139852,0.108692,0.535842,0.24732
L,-26.2891,1.82841,1.33018,4.68345,-26.3204,1.84147,1.34091,4.6325,0.13969,0.108561,0.535187,0.24703
R,-26.2197,2.06173,1.44811,4.65235,-26.2503,2.07202,1.46464,4.59488,0.139528,0.10843,0.534534,0.246745
L,-26.1444,2.29342,1.56467,4.61859,-26.1932,2.2869,1.55676,4.55251,0.139379,0.108298,0.533884,0.246466
R,-26.0633,2.52336,1.67979,4.58223,-26.1124,2.51332,1.67735,4.50947,0.13923,0.108168,0.533235,0.246193
L,-25.9765,2.75141,1.79339,4.54334,-26.0379,2.74754,1.77709,4.47658,0.139095,0.108037,0.53259,0.245917
R,-25.8841,2.97746,1.90543,4.502,-25.9461,2.97002,1.89461,4.42812,0.13896,0.107907,0.531947,0.245646
L,-25.7861,3.20139,2.01582,4.45828,-25.8518,3.22041,2.00307,4.40185,0.13883,0.107781,0.531306,0.245366
R,-25.6826,3.42306,2.12452,4.41227,-25.7488,3.43902,2.11755,4.34794,0.138701,0.107654,0.530667,0.245091
L,-25.5737,3.64239,2.23146,4.36404,-25.6466,3.65313,2.22116,4.29317,0.138581,0.107527,0.53003,0.244822
R,-25.4596,3.85924,2.3366,4.31367,-25.5328,3.86618,2.33242,4.23376,0.138461,0.107398,0.529396,0.24456
L,-25.3402,4.07353,2.43989,4.26125,-25.4991,4.08012,2.31459,4.22312,0.138513,0.107271,0.528799,0.244275
R,-25.2157,4.28514,2.54127,4.20686,-25.3808,4.28967,2.41937,4.16398,0.138582,0.107143,0.528203,0.243993
L,-25.0863,4.49399,2.64071,4.15058,-25.1973,4.48921,2.61066,4.06062,0.138523,0.107016,0.527577,0.243742
