sensor,x_gt,y_gt,vx_gt,vy_gt,p_x,p_y,vx,vy,RMSE_x,RMSE_y,RMSE_vx,RMSE_vy
L,0.177545,13.7292,-2.58135,-4.43909,2.70236,13.5512,-5.34481,-3.55807,3.9997,4.02123,1.86676,2.28492
R,0.0497099,13.5065,-2.53381,-4.47061,2.50327,13.3343,-5.25423,-3.82181,3.99398,4.01202,1.87156,2.2801
L,-0.0757753,13.2823,-2.48728,-4.50075,2.24056,13.1432,-5.25423,-3.82181,3.98792,4.00286,1.87662,2.27535
R,-0.198962,13.0566,-2.44179,-4.52955,1.76148,12.9921,-5.38069,-3.81083,3.98104,3.99375,1.88281,2.27069
L,-0.319903,12.8295,-2.39739,-4.55704,1.49244,12.8016,-5.38069,-3.81083,3.97389,3.98471,1.88923,2.2661
R,-0.438654,12.6011,-2.35412,-4.58326,1.07977,12.596,-5.45618,-3.87658,3.96624,3.97572,1.89644,2.26149
L,-0.555273,12.3714,-2.31202,-4.60823,0.806961,12.4022,-5.45618,-3.87658,3.95839,3.9668,1.90386,2.25694
R,-0.669818,12.1404,-2.27111,-4.63198,0.632023,12.2158,-5.32831,-3.99125,3.9505,3.95794,1.91055,2.25231
L,-0.78235,11.9083,-2.23144,-4.65456,0.365607,12.0163,-5.32831,-3.99125,3.94246,3.94914,1.91745,2.24773
R,-0.892931,11.6751,-2.19304,-4.67598,0.250943,11.7807,-5.16002,-4.15602,3.93446,3.9404,1.92336,2.24302
L,-1.00163,11.4409,-2.15594,-4.69628,-0.00705822,11.5729,-5.16002,-4.15602,3.92634,3.93172,1.92945,2.23836
R,-1.1085,11.2057,-2.12017,-4.71549,-0.318959,11.3243,-5.17181,-4.23603,3.91807,3.92309,1.93579,2.23367
L,-1.21362,10.9695,-2.08575,-4.73364,-0.577549,11.1125,-5.17181,-4.23603,3.90973,3.91453,1.94229,2.22903
R,-1.31706,10.7324,-2.05273,-4.75075,-0.295359,10.8929,-4.66319,-4.44213,3.90181,3.90603,1.94569,2.22427
L,-1.41889,10.4945,-2.02111,-4.76686,-0.528518,10.6708,-4.66319,-4.44213,3.89379,3.89758,1.94925,2.21956
R,-1.51917,10.2559,-1.99093,-4.78198,-0.771157,10.3752,-4.51141,-4.79557,3.8857,3.88918,1.95207,2.21477
L,-1.61797,10.0165,-1.96221,-4.79615,-0.996728,10.1354,-4.51141,-4.79557,3.87757,3.88083,1.95502,2.21001
R,-1.71539,9.77637,-1.93498,-4.80939,-1.14415,9.91143,-4.43957,-4.81397,3.86945,3.87254,1.9577,2.20528
L,-1.81147,9.53564,-1.90924,-4.82172,-1.36613,9.67073,-4.43957,-4.81397,3.86132,3.8643,1.96049,2.20059
R,-1.90631,9.29431,-1.88502,-4.83316,-1.28188,9.4627,-4.1097,-4.93448,3.85335,3.85612,1.96168,2.19593
L,-1.99998,9.05243,-1.86233,-4.84374,-1.48736,9.21597,-4.1097,-4.93448,3.84535,3.84799,1.96297,2.1913
R,-2.09256,8.81003,-1.8412,-4.85347,-1.57013,9.01393,-4.03443,-4.90305,3.83741,3.83992,1.964,2.18669
L,-2.18412,8.56717,-1.82164,-4.86238,-1.77185,8.76877,-4.03443,-4.90305,3.82947,3.8319,1.9651,2.18212
R,-2.27474,8.32388,-1.80365,-4.87047,-1.88255,8.5081,-3.83568,-5.05614,3.82157,3.82393,1.96539,2.1776
L,-2.3645,8.0802,-1.78726,-4.87778,-2.07433,8.25529,-3.83568,-5.05614,3.81368,3.81601,1.96574,2.17311
R,-2.45348,7.83617,-1.77248,-4.8843,-1.9076,8.15721,-3.60756,-4.93216,3.80595,3.80817,1.96522,2.16861
L,-2.54177,7.59184,-1.75931,-4.89006,-2.08798,7.9106,-3.60756,-4.93216,3.79822,3.80038,1.96475,2.16415
R,-2.62944,7.34723,-1.74777,-4.89507,-2.35628,7.63515,-3.67052,-4.95957,3.79047,3.79263,1.96458,2.15971
L,-2.71658,7.10238,-1.73786,-4.89933,-2.53981,7.38717,-3.67052,-4.95957,3.78275,3.78492,1.96445,2.1553
R,-2.80326,6.85734,-1.72958,-4.90286,-2.34817,7.2717,-3.24355,-4.94188,3.77516,3.77732,1.96283,2.15092
L,-2.88957,6.61214,-1.72295,-4.90566,-2.51035,7.02461,-3.24355,-4.94188,3.76759,3.76975,1.96124,2.14656
R,-2.97559,6.36681,-1.71797,-4.90774,-2.85754,6.63845,-3.28067,-5.10066,3.75999,3.76219,1.9598,2.14227
L,-3.0614,6.12139,-1.71464,-4.90911,-3.02157,6.38341,-3.28067,-5.10066,3.75244,3.75466,1.95837,2.13799
R,-3.14709,5.87592,-1.71297,-4.90976,-2.89083,6.27289,-2.91655,-5.02929,3.74496,3.74723,1.95593,2.13373
L,-3.23274,5.63043,-1.71295,-4.9097,-3.03666,6.02143,-2.91655,-5.02929,3.73751,3.73984,1.95351,2.12949
R,-3.31843,5.38496,-1.71458,-4.90893,-3.3259,5.61344,-2.89436,-5.20566,3.73009,3.73244,1.95105,2.12534
L,-3.40424,5.13955,-1.71787,-4.90745,-3.47062,5.35316,-2.89436,-5.20566,3.72271,3.72508,1.94859,2.12122
R,-3.49026,4.89422,-1.72281,-4.90525,-3.37179,5.20353,-2.49907,-5.12435,3.71538,3.71779,1.94536,2.11708
L,-3.57657,4.64902,-1.72939,-4.90233,-3.49674,4.94731,-2.49907,-5.12435,3.70809,3.71054,1.94214,2.11297
R,-3.66325,4.40398,-1.73763,-4.89868,-3.7469,4.52919,-2.53481,-5.27077,3.70085,3.70329,1.93899,2.10897
L,-3.75039,4.15913,-1.74749,-4.8943,-3.87364,4.26565,-2.53481,-5.27077,3.69365,3.69609,1.93583,2.10499
R,-3.83806,3.91452,-1.75899,-4.88918,-3.83132,4.15568,-2.29359,-5.12041,3.68648,3.68895,1.93236,2.10096
L,-3.92635,3.67019,-1.77212,-4.8833,-3.946,3.89966,-2.29359,-5.12041,3.67936,3.68185,1.9289,2.09695
R,-4.01533,3.42616,-1.78686,-4.87666,-4.08695,3.67457,-2.41916,-5.09388,3.67228,3.67479,1.92559,2.09296
L,-4.10509,3.18248,-1.8032,-4.86925,-4.2079,3.41987,-2.41916,-5.09388,3.66525,3.66777,1.92227,2.08899
R,-4.19571,2.93919,-1.82113,-4.86104,-4.3443,3.10726,-2.39694,-5.14644,3.65826,3.66078,1.91893,2.08508
L,-4.28727,2.69633,-1.84065,-4.85202,-4.46415,2.84994,-2.39694,-5.14644,3.65131,3.65383,1.91559,2.08119
R,-4.37985,2.45393,-1.86173,-4.84218,-4.50543,2.64243,-2.20765,-5.05841,3.6444,3.64692,1.91207,2.07728
L,-4.47352,2.21205,-1.88436,-4.83149,-4.61581,2.38951,-2.20765,-5.05841,3.63752,3.64005,1.90857,2.07341
R,-4.56836,1.97072,-1.90853,-4.81994,-4.7781,1.9577,-2.32737,-5.24674,3.6307,3.6332,1.90515,2.06967
L,-4.66444,1.72998,-1.93422,-4.80751,-4.89447,1.69537,-2.32737,-5.24674,3.62393,3.62639,1.90173,2.06597
R,-4.76186,1.48989,-1.9614,-4.79417,-5.01971,1.40924,-2.35391,-5.27999,3.61719,3.61962,1.89833,2.06232
L,-4.86066,1.25049,-1.99007,-4.7799,-5.13741,1.14524,-2.35391,-5.27999,3.6105,3.61289,1.89493,2.05871
R,-4.96095,1.01182,-2.02019,-4.76468,-5.19256,0.98994,-2.21169,-5.09948,3.60384,3.6062,1.89145,2.055
L,-5.06277,0.77393,-2.05174,-4.74848,-5.30315,0.734966,-2.21169,-5.09948,3.59721,3.59954,1.88798,2.05131
R,-5.16621,0.536876,-2.08471,-4.73127,-5.36241,0.420662,-2.13092,-5.13037,3.59061,3.59292,1.88451,2.04768
L,-5.27133,0.300706,-2.11906,-4.71303,-5.46896,0.164144,-2.13092,-5.13037,3.58405,3.58635,1.88106,2.04408
R,-5.3782,0.0654719,-2.15477,-4.69374,-5.59142,0.0110955,-2.01236,-4.95505,3.57753,3.5798,1.87764,2.04041
L,-5.4869,-0.168772,-2.1918,-4.67335,-5.69204,-0.236657,-2.01236,-4.95505,3.57104,3.57328,1.87426,2.03677
R,-5.59748,-0.401971,-2.23014,-4.65185,-5.78219,-0.487644,-2.0432,-4.97259,3.56458,3.56681,1.87089,2.03317
L,-5.71001,-0.634069,-2.26974,-4.62919,-5.88435,-0.736273,-2.0432,-4.97259,3.55816,3.56037,1.86756,2.0296
R,-5.82456,-0.865006,-2.31058,-4.60536,-5.92752,-1.10334,-2.13119,-5.17246,3.55176,3.55399,1.86423,2.02623
L,-5.94118,-1.09472,-2.35262,-4.58032,-6.03408,-1.36197,-2.13119,-5.17246,3.54539,3.54765,1.86093,2.02291
R,-6.05993,-1.32316,-2.39581,-4.55404,-6.09674,-1.58484,-2.06889,-5.09437,3.53905,3.54134,1.85771,2.01955
L,-6.18087,-1.55025,-2.44014,-4.52648,-6.20018,-1.83956,-2.06889,-5.09437,3.53275,3.53508,1.85453,2.01624
R,-6.30406,-1.77593,-2.48555,-4.49762,-6.28244,-2.19604,-2.23782,-5.35179,3.52648,3.52889,1.8513,2.0133
L,-6.42954,-2.00014,-2.532,-4.46742,-6.39433,-2.46363,-2.23782,-5.35179,3.52025,3.52276,1.84811,2.01043
R,-6.55738,-2.22281,-2.57946,-4.43585,-6.54901,-2.6468,-2.21466,-5.20516,3.51404,3.51664,1.84498,2.00741
L,-6.68761,-2.44386,-2.62788,-4.40288,-6.65974,-2.90706,-2.21466,-5.20516,3.50787,3.51058,1.8419,2.00444
R,-6.82029,-2.66323,-2.6772,-4.36847,-6.80058,-3.14262,-2.26487,-5.20303,3.50174,3.50455,1.83884,2.00155
L,-6.95546,-2.88084,-2.7274,-4.3326,-6.91382,-3.40277,-2.26487,-5.20303,3.49563,3.49857,1.83584,1.99872
R,-7.09316,-3.09663,-2.7784,-4.29523,-7.03263,-3.60201,-2.2117,-5.08104,3.48956,3.49262,1.83295,1.99578
L,-7.23344,-3.3105,-2.83017,-4.25632,-7.14321,-3.85606,-2.2117,-5.08104,3.48352,3.48672,1.83014,1.99292
R,-7.37632,-3.5224,-2.88265,-4.21586,-7.31,-4.09479,-2.25845,-5.07437,3.47751,3.48087,1.82735,1.99011
L,-7.52184,-3.73223,-2.93579,-4.1738,-7.42292,-4.3485,-2.25845,-5.07437,3.47153,3.47507,1.82464,1.98739
R,-7.67004,-3.93992,-2.98953,-4.13012,-7.51453,-4.58095,-2.27452,-5.07953,3.4656,3.46932,1.82199,1.98477
L,-7.82094,-4.14538,-3.04381,-4.08479,-7.62826,-4.83493,-2.27452,-5.07953,3.4597,3.46362,1.81944,1.98223
R,-7.97457,-4.34854,-3.09857,-4.03778,-7.76731,-5.05169,-2.29387,-5.04372,3.45383,3.45797,1.81695,1.97972
L,-8.13095,-4.5493,-3.15376,-3.98906,-7.882,-5.30387,-2.29387,-5.04372,3.448,3.45239,1.81455,1.97732
R,-8.2901,-4.74759,-3.2093,-3.93862,-8.03783,-5.46121,-2.2104,-4.83362,3.4422,3.4468,1.81242,1.97466
L,-8.45204,-4.94331,-3.26514,-3.88641,-8.14836,-5.70289,-2.2104,-4.83362,3.43645,3.44127,1.8104,1.9721
R,-8.61678,-5.13637,-3.32121,-3.83242,-8.24293,-5.88557,-2.14625,-4.71728,3.43075,3.43577,1.80864,1.96946
L,-8.78433,-5.32669,-3.37745,-3.77663,-8.35024,-6.12143,-2.14625,-4.71728,3.4251,3.43033,1.80702,1.96691
R,-8.95469,-5.51417,-3.43377,-3.71901,-8.50766,-6.32404,-2.2365,-4.75026,3.41948,3.42492,1.80533,1.96453
L,-9.12788,-5.69872,-3.49012,-3.65955,-8.61948,-6.56155,-2.2365,-4.75026,3.41392,3.41959,1.80377,1.96227
R,-9.30388,-5.88026,-3.54643,-3.59823,-8.66297,-6.76286,-2.13361,-4.64037,3.40846,3.4143,1.80262,1.95994
L,-9.4827,-6.05868,-3.60261,-3.53503,-8.76965,-6.99488,-2.13361,-4.64037,3.40308,3.40909,1.80162,1.95773
R,-9.66432,-6.23389,-3.6586,-3.46994,-8.96517,-7.17459,-2.24784,-4.66751,3.39772,3.4039,1.80047,1.95572
L,-9.84874,-6.4058,-3.71431,-3.40295,-9.07756,-7.40797,-2.24784,-4.66751,3.39243,3.3988,1.79948,1.95385
R,-10.0359,-6.57431,-3.76969,-3.33404,-9.35256,-7.55653,-2.48694,-4.76248,3.38711,3.39371,1.79803,1.95236
L,-10.2259,-6.73933,-3.82463,-3.26321,-9.4769,-7.79465,-2.48694,-4.76248,3.38186,3.38871,1.79672,1.95106
R,-10.4186,-6.90075,-3.87907,-3.19046,-9.58403,-8.01972,-2.50952,-4.77734,3.3767,3.38381,1.7955,1.94999
L,-10.614,-7.05849,-3.93293,-3.11577,-9.7095,-8.25859,-2.50952,-4.77734,3.37162,3.37902,1.79442,1.94912
R,-10.8121,-7.21245,-3.98613,-3.03916,-9.88036,-8.43442,-2.56971,-4.76001,3.36659,3.37428,1.79333,1.94843
L,-11.0128,-7.36252,-4.03859,-2.96062,-10.0088,-8.67242,-2.56971,-4.76001,3.36166,3.36967,1.79238,1.94797
R,-11.2161,-7.50862,-4.09021,-2.88015,-10.1399,-8.85529,-2.53003,-4.66197,3.35682,3.36513,1.79168,1.94746
L,-11.422,-7.65064,-4.14093,-2.79777,-10.2664,-9.08839,-2.53003,-4.66197,3.35209,3.36073,1.79114,1.9472
R,-11.6304,-7.78849,-4.19066,-2.71349,-10.3959,-9.26531,-2.5116,-4.58372,3.34747,3.35641,1.79079,1.94696
L,-11.8413,-7.92208,-4.23932,-2.6273,-10.5215,-9.49449,-2.5116,-4.58372,3.34298,3.35225,1.79059,1.94699
R,-12.0546,-8.05131,-4.28682,-2.53924,-10.7147,-9.59739,-2.43132,-4.35439,3.33854,3.34807,1.7908,1.94658
L,-12.2702,-8.17609,-4.33309,-2.44932,-10.8363,-9.81511,-2.43132,-4.35439,3.33424,3.34405,1.79116,1.94646
R,-12.4881,-8.29633,-4.37802,-2.35756,-11.0507,-9.97911,-2.66436,-4.50861,3.32997,3.34012,1.79092,1.94713
L,-12.7082,-8.41193,-4.42156,-2.26399,-11.1839,-10.2045,-2.66436,-4.50861,3.32584,3.33639,1.79082,1.94814
R,-12.9304,-8.5228,-4.4636,-2.16863,-11.3374,-10.3286,-2.51822,-4.2595,3.32184,3.33271,1.79132,1.9486
L,-13.1547,-8.62886,-4.50407,-2.07151,-11.4633,-10.5415,-2.51822,-4.2595,3.318,3.32922,1.79196,1.94939
R,-13.381,-8.73002,-4.54289,-1.97267,-11.8536,-10.5612,-2.76743,-4.26616,3.31394,3.32561,1.79191,1.95055
L,-13.6092,-8.82619,-4.57997,-1.87214,-11.992,-10.7746,-2.76743,-4.26616,3.31003,3.32223,1.79198,1.95208
R,-13.8392,-8.91729,-4.61524,-1.76997,-12.0009,-11.0069,-2.49204,-4.05703,3.30649,3.31913,1.79309,1.9532
L,-14.0709,-9.00324,-4.64861,-1.6662,-12.1255,-11.2098,-2.49204,-4.05703,3.30317,3.31628,1.79432,1.9547
R,-14.3043,-9.08395,-4.68001,-1.56086,-12.4475,-11.2876,-2.77719,-4.18381,3.2997,3.31344,1.79467,1.9571
L,-14.5391,-9.15936,-4.70936,-1.45402,-12.5863,-11.4968,-2.77719,-4.18381,3.29642,3.31089,1.7951,1.95993
R,-14.7754,-9.22939,-4.73658,-1.34573,-12.8392,-11.5674,-2.7531,-4.01758,3.29313,3.30836,1.79571,1.96249
L,-15.013,-9.29397,-4.76161,-1.23603,-12.9768,-11.7682,-2.7531,-4.01758,3.29003,3.30615,1.79639,1.9655
R,-15.2517,-9.35302,-4.78436,-1.125,-13.5689,-11.5901,-2.98298,-3.83505,3.28635,3.30343,1.79641,1.96818
L,-15.4916,-9.40649,-4.80476,-1.01269,-13.718,-11.7819,-2.98298,-3.83505,3.28283,3.30102,1.79648,1.97132
R,-15.7324,-9.45431,-4.82275,-0.899159,-14.0481,-11.7693,-2.90573,-3.60233,3.27919,3.29849,1.79686,1.97393
L,-15.9741,-9.49642,-4.83827,-0.784484,-14.1934,-11.9495,-2.90573,-3.60233,3.27571,3.29628,1.79728,1.977
R,-16.2164,-9.53277,-4.85124,-0.668734,-14.4771,-11.9769,-2.92193,-3.47487,3.27219,3.29405,1.79769,1.98
L,-16.4594,-9.5633,-4.8616,-0.55198,-14.6232,-12.1506,-2.92193,-3.47487,3.26884,3.29217,1.79813,1.98348
R,-16.7027,-9.58797,-4.8693,-0.434301,-14.3051,-12.6933,-2.62248,-3.56107,3.26659,3.29163,1.79963,1.98786
L,-16.9464,-9.60673,-4.87427,-0.315773,-14.4362,-12.8713,-2.62248,-3.56107,3.26461,3.29155,1.80114,1.99277
R,-17.1903,-9.61954,-4.87646,-0.196479,-14.8495,-12.8529,-2.8279,-3.58481,3.26226,3.29138,1.80193,1.99833
L,-17.4342,-9.62636,-4.87583,-0.0765024,-14.9909,-13.0321,-2.8279,-3.58481,3.26015,3.29172,1.8027,2.00446
R,-17.6781,-9.62717,-4.87232,0.0440703,-15.4513,-12.8932,-2.88152,-3.34647,3.25759,3.29165,1.80328,2.00994
L,-17.9216,-9.62194,-4.86588,0.165151,-15.5953,-13.0606,-2.88152,-3.34647,3.25525,3.29209,1.80384,2.01598
R,-18.1648,-9.61064,-4.85648,0.286648,-15.7962,-13.1239,-2.78287,-3.18372,3.25301,3.29276,1.80469,2.02176
L,-18.4074,-9.59325,-4.84408,0.40847,-15.9353,-13.2831,-2.78287,-3.18372,3.251,3.29398,1.80549,2.02811
R,-18.6493,-9.56977,-4.82864,0.530522,-15.972,-13.515,-2.79407,-3.22857,3.24948,3.29606,1.8062,2.03527
L,-18.8904,-9.54017,-4.81012,0.652707,-16.1117,-13.6765,-2.79407,-3.22857,3.24822,3.29881,1.80684,2.04303
R,-19.1305,-9.50447,-4.78851,0.774927,-16.096,-13.9227,-2.74062,-3.22016,3.24762,3.30259,1.80758,2.05135
L,-19.3694,-9.46265,-4.76378,0.897083,-16.233,-14.0837,-2.74062,-3.22016,3.2473,3.30714,1.80824,2.06029
R,-19.6069,-9.41472,-4.73591,1.01907,-16.5241,-14.0091,-2.65376,-2.9154,3.24684,3.31156,1.80909,2.06811
L,-19.8431,-9.36071,-4.70487,1.1408,-16.6568,-14.1549,-2.65376,-2.9154,3.24667,3.31676,1.80983,2.07652
R,-20.0775,-9.30061,-4.67066,1.26215,-16.8536,-14.1693,-2.62249,-2.75628,3.24661,3.32222,1.81055,2.08465
L,-20.3102,-9.23446,-4.63328,1.38303,-16.9847,-14.3071,-2.62249,-2.75628,3.24683,3.32852,1.81116,2.09337
R,-20.5409,-9.16227,-4.59271,1.50334,-17.4098,-14.1578,-2.76975,-2.62874,3.24651,3.33443,1.81119,2.10197
L,-20.7696,-9.08409,-4.54895,1.62296,-17.5483,-14.2893,-2.76975,-2.62874,3.24644,3.34121,1.8111,2.11115
R,-20.9959,-8.99994,-4.50202,1.74179,-18.079,-14.0034,-2.8396,-2.35593,3.24555,3.34707,1.8107,2.11939
L,-21.2198,-8.90987,-4.45191,1.85972,-18.221,-14.1212,-2.8396,-2.35593,3.24489,3.35378,1.81017,2.12819
R,-21.4412,-8.81393,-4.39865,1.97666,-18.7061,-13.8541,-2.85349,-2.08893,3.24357,3.3597,1.80948,2.1361
L,-21.6597,-8.71217,-4.34224,2.0925,-18.8488,-13.9585,-2.85349,-2.08893,3.24243,3.36646,1.80866,2.14455
R,-21.8754,-8.60465,-4.2827,2.20712,-18.6071,-14.374,-2.37398,-2.05005,3.24251,3.37556,1.80895,2.15334
L,-22.0881,-8.49143,-4.22007,2.32043,-18.7258,-14.4766,-2.37398,-2.05005,3.24285,3.38562,1.80905,2.16268
R,-22.2975,-8.37258,-4.15437,2.43232,-18.807,-14.5891,-2.44015,-2.07058,3.24356,3.39676,1.80879,2.17267
L,-22.5035,-8.24817,-4.08564,2.5427,-18.929,-14.6926,-2.44015,-2.07058,3.24452,3.40896,1.80836,2.1832
R,-22.7061,-8.11829,-4.01391,2.65145,-19.1119,-14.6623,-2.37542,-1.8969,3.24554,3.42158,1.80791,2.19325
L,-22.9049,-7.98301,-3.93923,2.75848,-19.2306,-14.7571,-2.37542,-1.8969,3.2468,3.43532,1.80729,2.20382
R,-23.1,-7.84243,-3.86163,2.8637,-19.6817,-14.4327,-2.26985,-1.52772,3.24728,3.44794,1.80673,2.21279
L,-23.2911,-7.69663,-3.78118,2.967,-19.7952,-14.5091,-2.26985,-1.52772,3.24799,3.46163,1.80599,2.22225
R,-23.4781,-7.54572,-3.69792,3.06828,-19.9942,-14.4731,-2.41361,-1.50071,3.24866,3.47581,1.80477,2.23202
L,-23.6609,-7.3898,-3.61191,3.16746,-20.1148,-14.5481,-2.41361,-1.50071,3.24951,3.49112,1.80339,2.24226
R,-23.8393,-7.22897,-3.52321,3.26445,-20.3903,-14.4034,-2.4097,-1.33247,3.25007,3.50638,1.80188,2.252
L,-24.0132,-7.06336,-3.43189,3.35916,-20.5108,-14.47,-2.4097,-1.33247,3.25078,3.52279,1.80022,2.26217
R,-24.1825,-6.89307,-3.33801,3.45149,-20.6664,-14.4192,-2.24359,-1.14763,3.25152,3.53972,1.79868,2.27173
L,-24.347,-6.71823,-3.24166,3.54138,-20.7786,-14.4766,-2.24359,-1.14763,3.25242,3.55782,1.79701,2.28169
R,-24.5066,-6.53896,-3.14289,3.62873,-21.2726,-14.0361,-2.17137,-0.787477,3.25237,3.57423,1.7953,2.29009
L,-24.6612,-6.35538,-3.0418,3.71347,-21.3812,-14.0755,-2.17137,-0.787477,3.25244,3.59175,1.79345,2.29886
R,-24.8107,-6.16764,-2.93846,3.79553,-21.288,-14.288,-1.94516,-0.774101,3.2532,3.61144,1.79179,2.30792
L,-24.955,-5.97587,-2.83295,3.87484,-21.3853,-14.3267,-1.94516,-0.774101,3.25408,3.63231,1.78999,2.31731
R,-25.094,-5.7802,-2.72537,3.95132,-21.3974,-14.3839,-1.83668,-0.682813,3.25534,3.65451,1.78819,2.32653
L,-25.2276,-5.58079,-2.61581,4.02492,-21.4892,-14.418,-1.83668,-0.682813,3.25671,3.67793,1.78627,2.33606
R,-25.3556,-5.37777,-2.50435,4.09557,-21.8484,-14.1041,-1.95833,-0.513088,3.2574,3.70039,1.78413,2.34498
L,-25.4779,-5.1713,-2.39109,4.16322,-21.9463,-14.1297,-1.95833,-0.513088,3.25815,3.72404,1.78191,2.35417
R,-25.5946,-4.96152,-2.27613,4.22781,-21.9867,-14.1801,-1.95076,-0.491073,3.25912,3.74908,1.77964,2.3635
L,-25.7055,-4.7486,-2.15956,4.2893,-22.0842,-14.2047,-1.95076,-0.491073,3.26013,3.77537,1.77734,2.37307
R,-25.8105,-4.53268,-2.04149,4.34764,-22.2831,-14.0252,-1.89049,-0.306032,3.26086,3.80158,1.77503,2.38189
L,-25.9096,-4.31392,-1.92202,4.40279,-22.3777,-14.0405,-1.89049,-0.306032,3.26159,3.829,1.77271,2.39092
R,-26.0027,-4.0925,-1.80125,4.45471,-23.0355,-13.2574,-1.70971,0.225699,3.26086,3.85251,1.77041,2.39753
L,-26.0897,-3.86856,-1.67928,4.50337,-23.121,-13.2461,-1.70971,0.225699,3.26014,3.87707,1.76811,2.40432
R,-26.1706,-3.64227,-1.55623,4.54875,-23.3238,-12.9973,-1.38806,0.442793,3.25913,3.90121,1.76583,2.41028
L,-26.2453,-3.41381,-1.4322,4.59081,-23.3932,-12.9751,-1.38806,0.442793,3.25815,3.92637,1.76355,2.41638
R,-26.3138,-3.18332,-1.30729,4.62954,-23.2807,-13.1154,-1.06858,0.475216,3.25759,3.95359,1.76132,2.42247
L,-26.376,-2.95098,-1.18162,4.66493,-23.3341,-13.0916,-1.06858,0.475216,3.25705,3.98184,1.75906,2.42866
R,-26.4319,-2.71697,-1.05529,4.69696,-23.486,-12.8626,-1.00592,0.642942,3.25629,4.00978,1.75681,2.43421
L,-26.4815,-2.48143,-0.928411,4.72562,-23.5363,-12.8304,-1.00592,0.642942,3.25553,4.0387,1.75457,2.43985
R,-26.5247,-2.24456,-0.80109,4.75091,-23.6925,-12.5902,-1.01869,0.783697,3.25452,4.06725,1.75236,2.44496
L,-26.5616,-2.0065,-0.673434,4.77284,-23.7434,-12.551,-1.01869,0.783697,3.25349,4.09675,1.75022,2.45013
R,-26.5921,-1.76744,-0.545553,4.79141,-23.6395,-12.6595,-0.929181,0.784382,3.25276,4.12818,1.7481,2.45533
L,-26.6161,-1.52753,-0.417552,4.80664,-23.6859,-12.6202,-0.929181,0.784382,3.25198,4.16056,1.74608,2.46056
R,-26.6338,-1.28695,-0.289538,4.81852,-23.747,-12.4165,-0.639217,1.02925,3.25111,4.19277,1.74396,2.46481
L,-26.6451,-1.04586,-0.161616,4.8271,-23.779,-12.365,-0.639217,1.02925,3.2502,4.22585,1.74193,2.46908
R,-26.65,-0.804425,-0.0338883,4.83238,-24.1875,-11.699,-0.657383,1.34885,3.24846,4.25572,1.74002,2.47215
L,-26.6485,-0.562811,0.0935412,4.83439,-24.2204,-11.6315,-0.657383,1.34885,3.24666,4.28635,1.73824,2.4752
R,-26.6406,-0.321181,0.220572,4.83317,-24.4007,-11.2401,-0.411911,1.57506,3.24454,4.31566,1.73636,2.47747
L,-26.6264,-0.0796947,0.347104,4.82874,-24.4213,-11.1614,-0.411911,1.57506,3.24236,4.34566,1.7346,2.47971
R,-26.6059,0.161489,0.473041,4.82116,-24.6183,-10.7125,-0.253263,1.80534,3.23984,4.374,1.73282,2.48119
L,-26.5792,0.402213,0.598287,4.81045,-24.6309,-10.6222,-0.253263,1.80534,3.23727,4.40295,1.73119,2.48262
R,-26.5462,0.642323,0.722748,4.79667,-24.8097,-10.2,-0.283874,1.98608,3.23442,4.43046,1.72977,2.48349
L,-26.5069,0.881666,0.846334,4.77986,-24.8239,-10.1007,-0.283874,1.98608,3.2315,4.45851,1.72855,2.4843
R,-26.4616,1.12009,0.968955,4.76007,-24.5521,-10.4523,-0.263318,1.82398,3.22891,4.4899,1.7275,2.48551
L,-26.4101,1.35745,1.09053,4.73737,-24.5653,-10.3611,-0.263318,1.82398,3.22624,4.52185,1.72668,2.48666
R,-26.3526,1.59361,1.21096,4.71181,-24.6439,-10.0681,-0.189002,1.9781,3.22339,4.55305,1.72596,2.48729
L,-26.2891,1.82841,1.33018,4.68345,-24.6533,-9.96919,-0.189002,1.9781,3.22047,4.58475,1.72548,2.48785
R,-26.2197,2.06173,1.44811,4.65235,-24.6997,-9.67683,0.0327993,2.15384,3.21741,4.61571,1.72479,2.48787
L,-26.1444,2.29342,1.56467,4.61859,-24.698,-9.56914,0.0327993,2.15384,3.21429,4.64707,1.72435,2.48782
R,-26.0633,2.52336,1.67979,4.58223,-24.7221,-9.32307,0.0457583,2.26808,3.21107,4.67798,1.72414,2.48741
L,-25.9765,2.75141,1.79339,4.54334,-24.7198,-9.20966,0.0457583,2.26808,3.20777,4.70924,1.72419,2.48692
R,-25.8841,2.97746,1.90543,4.502,-24.8394,-8.72,0.389602,2.512,3.20431,4.73855,1.72372,2.48584
L,-25.7861,3.20139,2.01582,4.45828,-24.82,-8.5944,0.389602,2.512,3.20079,4.76813,1.72349,2.48468
R,-25.6826,3.42306,2.12452,4.41227,-25.0288,-7.91149,0.459677,2.79438,3.19711,4.79471,1.72335,2.48296
L,-25.5737,3.64239,2.23146,4.36404,-25.0058,-7.77177,0.459677,2.79438,3.19339,4.82146,1.72347,2.48117
R,-25.4596,3.85924,2.3366,4.31367,-24.8406,-7.85327,0.677598,2.72304,3.18971,4.84965,1.72332,2.47942
L,-25.3402,4.07353,2.43989,4.26125,-24.8067,-7.71711,0.677598,2.72304,3.18601,4.87799,1.72341,2.4776
