sensor,x_gt,y_gt,vx_gt,vy_gt,p_x,p_y,vx,vy,RMSE_x,RMSE_y,RMSE_vx,RMSE_vy
L,2.23695,16.6427,-3.32428,-3.83595,2.15106,16.7713,-3.69503,-3.52357,0.102387,0.115898,0.620955,0.633848
R,2.07221,16.4497,-3.26812,-3.88995,1.96261,16.5702,-3.70039,-3.56624,0.102424,0.115921,0.62017,0.632699
L,1.91027,16.254,-3.21219,-3.94216,1.83054,16.3422,-3.55334,-3.6572,0.102325,0.115802,0.619114,0.631468
R,1.75112,16.0557,-3.15656,-3.99261,1.65358,16.164,-3.55248,-3.65237,0.102303,0.115767,0.618225,0.630379
L,1.59474,15.8549,-3.10129,-4.04132,1.46212,15.9989,-3.5915,-3.62057,0.102471,0.11592,0.617671,0.629534
R,1.44111,15.6517,-3.04644,-4.08832,1.28682,15.7651,-3.59125,-4.00584,0.102782,0.115908,0.617341,0.628045
L,1.29021,15.4463,-2.99207,-4.13364,1.14091,15.5415,-3.49962,-4.04753,0.103055,0.115817,0.616862,0.626569
R,1.14201,15.2386,-2.93825,-4.1773,0.966641,15.3457,-3.49895,-4.04436,0.103519,0.115777,0.616607,0.625143
L,0.996486,15.0288,-2.88503,-4.21933,0.764898,15.1223,-3.56679,-4.08351,0.104497,0.115682,0.616932,0.62373
R,0.853604,14.8169,-2.83246,-4.25977,0.585822,14.9411,-3.56995,-3.9797,0.10586,0.115724,0.617556,0.622554
L,0.71333,14.603,-2.78061,-4.29864,0.543112,14.7342,-3.21185,-3.98603,0.106253,0.115801,0.616813,0.62146
R,0.575628,14.3872,-2.72952,-4.33598,0.387478,14.4882,-3.19657,-4.30763,0.106782,0.115736,0.616197,0.62001
L,0.440459,14.1696,-2.67925,-4.37181,0.238337,14.2616,-3.16735,-4.32731,0.107422,0.115637,0.615663,0.618573
R,0.307779,13.9502,-2.62984,-4.40617,0.0875095,14.0033,-3.1406,-4.66595,0.108216,0.115426,0.615219,0.617393
L,0.177545,13.7292,-2.58135,-4.43909,0.147477,13.7583,-2.56845,-4.66865,0.107985,0.115176,0.6138,0.616166
R,0.0497099,13.5065,-2.53381,-4.47061,0.021654,13.5117,-2.55911,-4.81722,0.107754,0.114913,0.612393,0.615199
L,-0.0757753,13.2823,-2.48728,-4.50075,-0.140764,13.2727,-2.65,-4.8166,0.107597,0.114652,0.611093,0.614164
R,-0.198962,13.0566,-2.44179,-4.52955,-0.276916,13.0534,-2.6654,-4.66294,0.107481,0.114391,0.609888,0.612832
L,-0.319903,12.8295,-2.39739,-4.55704,-0.221554,12.8428,-2.17045,-4.60383,0.107442,0.114135,0.608699,0.611452
R,-0.438654,12.6011,-2.35412,-4.58326,-0.332569,12.6147,-2.18046,-4.51199,0.107436,0.113882,0.607438,0.610092
L,-0.555273,12.3714,-2.31202,-4.60823,-0.456255,12.3845,-2.21877,-4.52174,0.107399,0.11363,0.606107,0.608751
R,-0.669818,12.1404,-2.27111,-4.63198,-0.567415,12.1733,-2.21923,-4.50906,0.107377,0.113397,0.604762,0.607446
L,-0.78235,11.9083,-2.23144,-4.65456,-0.637597,11.9641,-2.11271,-4.47493,0.107572,0.113206,0.603469,0.606213
R,-0.892931,11.6751,-2.19304,-4.67598,-0.741913,11.7315,-2.10525,-4.53894,0.107803,0.113017,0.60216,0.604939
L,-1.00163,11.4409,-2.15594,-4.69628,-0.982396,11.4806,-2.46003,-4.60003,0.107573,0.112799,0.601171,0.603639
R,-1.1085,11.2057,-2.12017,-4.71549,-1.1092,11.2507,-2.48146,-4.50513,0.107337,0.112591,0.600329,0.602474
L,-1.21362,10.9695,-2.08575,-4.73364,-1.29784,11.0238,-2.65074,-4.5195,0.107247,0.112402,0.600179,0.601324
R,-1.31706,10.7324,-2.05273,-4.75075,-1.41474,10.768,-2.57226,-4.81208,0.107207,0.112182,0.599852,0.600029
L,-1.41889,10.4945,-2.02111,-4.76686,-1.52836,10.5111,-2.53365,-4.83832,0.107217,0.111944,0.599501,0.598747
R,-1.51917,10.2559,-1.99093,-4.78198,-1.6436,10.2388,-2.47869,-5.03202,0.107297,0.111708,0.599064,0.597681
L,-1.61797,10.0165,-1.96221,-4.79615,-1.69687,10.036,-2.29206,-4.92436,0.107191,0.111475,0.598168,0.596456
R,-1.71539,9.77637,-1.93498,-4.80939,-1.81404,9.79959,-2.30411,-4.87864,0.107156,0.111247,0.597376,0.595198
L,-1.81147,9.53564,-1.90924,-4.82172,-1.84328,9.59268,-2.0784,-4.78663,0.106948,0.111073,0.596206,0.593934
R,-1.90631,9.29431,-1.88502,-4.83316,-1.93827,9.33757,-2.02251,-4.95633,0.106741,0.110873,0.595008,0.592729
L,-1.99998,9.05243,-1.86233,-4.84374,-2.0175,9.03968,-1.96905,-5.04232,0.106522,0.110642,0.593792,0.591618
R,-2.09256,8.81003,-1.8412,-4.85347,-2.12513,8.81179,-2.01344,-4.91683,0.106319,0.110409,0.592649,0.590388
L,-2.18412,8.56717,-1.82164,-4.86238,-2.20816,8.56462,-1.96794,-4.91362,0.106108,0.110178,0.591483,0.589161
R,-2.27474,8.32388,-1.80365,-4.87047,-2.30353,8.3131,-1.94912,-4.96095,0.105903,0.109951,0.590324,0.587961
L,-2.3645,8.0802,-1.78726,-4.87778,-2.3242,8.09404,-1.74918,-4.87927,0.105715,0.109726,0.589103,0.58674
R,-2.45348,7.83617,-1.77248,-4.8843,-2.41623,7.87377,-1.75241,-4.85332,0.105523,0.109526,0.587886,0.58553
L,-2.54177,7.59184,-1.75931,-4.89006,-2.54153,7.61867,-1.85007,-4.89114,0.105306,0.109313,0.586704,0.584324
R,-2.62944,7.34723,-1.74777,-4.89507,-2.65177,7.39655,-1.94203,-4.7304,0.1051,0.109135,0.585633,0.58322
L,-2.71658,7.10238,-1.73786,-4.89933,-2.77563,7.13718,-2.01265,-4.78553,0.104953,0.108935,0.5847,0.582074
R,-2.80326,6.85734,-1.72958,-4.90286,-2.86082,6.89218,-1.90909,-4.93044,0.104804,0.108736,0.583623,0.580893
L,-2.88957,6.61214,-1.72295,-4.90566,-2.85917,6.71041,-1.65733,-4.75753,0.104609,0.108695,0.582455,0.579792
R,-2.97559,6.36681,-1.71797,-4.90774,-2.95091,6.47523,-1.73072,-4.65331,0.10441,0.108694,0.58128,0.578848
L,-3.0614,6.12139,-1.71464,-4.90911,-2.99056,6.25336,-1.61287,-4.60844,0.104296,0.108798,0.580148,0.577998
R,-3.14709,5.87592,-1.71297,-4.90976,-3.06441,6.02405,-1.54708,-4.68934,0.104219,0.108983,0.579081,0.57701
L,-3.23274,5.63043,-1.71295,-4.9097,-3.18158,5.72856,-1.65482,-4.83264,0.104061,0.108942,0.577938,0.57588
R,-3.31843,5.38496,-1.71458,-4.90893,-3.27744,5.48567,-1.7567,-4.73733,0.103887,0.108911,0.576796,0.574837
L,-3.40424,5.13955,-1.71787,-4.90745,-3.40286,5.2079,-1.85388,-4.84334,0.103681,0.10878,0.575719,0.573714
R,-3.49026,4.89422,-1.72281,-4.90525,-3.475,4.95736,-1.73683,-4.93696,0.103481,0.108638,0.574585,0.572587
L,-3.57657,4.64902,-1.72939,-4.90233,-3.62503,4.64788,-1.89458,-5.11066,0.103323,0.108425,0.573551,0.571612
R,-3.66325,4.40398,-1.73763,-4.89868,-3.73435,4.38625,-2.01592,-5.04396,0.103216,0.108219,0.572694,0.570567
L,-3.75039,4.15913,-1.74749,-4.8943,-3.89347,4.09074,-2.15305,-5.18007,0.103401,0.108092,0.572138,0.569735
R,-3.83806,3.91452,-1.75899,-4.88918,-3.97866,3.83916,-1.98702,-5.24226,0.103571,0.107984,0.571204,0.569055
L,-3.92635,3.67019,-1.77212,-4.8833,-4.00673,3.65101,-1.82629,-5.01926,0.103492,0.107782,0.570111,0.568018
R,-4.01533,3.42616,-1.78686,-4.87666,-4.12718,3.41367,-1.95777,-4.95623,0.103525,0.107578,0.569112,0.566946
L,-4.10509,3.18248,-1.8032,-4.86925,-4.20158,3.19096,-1.90659,-4.8794,0.103499,0.107373,0.568057,0.565859
R,-4.19571,2.93919,-1.82113,-4.86104,-4.30676,2.94392,-1.98115,-4.86273,0.103529,0.107168,0.567058,0.564778
L,-4.28727,2.69633,-1.84065,-4.85202,-4.40321,2.65837,-1.97747,-4.96486,0.103579,0.10699,0.566042,0.563746
R,-4.37985,2.45393,-1.86173,-4.84218,-4.4856,2.41141,-1.88481,-4.97645,0.103587,0.106819,0.56497,0.562738
L,-4.47352,2.21205,-1.88436,-4.83149,-4.59222,2.13484,-1.90793,-5.0548,0.103649,0.106723,0.563905,0.561843
R,-4.56836,1.97072,-1.90853,-4.81994,-4.70803,1.86254,-2.12564,-5.0629,0.103807,0.106728,0.563002,0.560984
L,-4.66444,1.72998,-1.93422,-4.80751,-4.82893,1.57823,-2.14941,-5.15252,0.104101,0.106932,0.562101,0.56033
R,-4.76186,1.48989,-1.9614,-4.79417,-4.94756,1.31737,-2.21606,-5.15902,0.104524,0.107251,0.561266,0.559728
L,-4.86066,1.25049,-1.99007,-4.7799,-4.98323,1.16181,-2.10033,-4.84912,0.104597,0.107188,0.560263,0.558702
R,-4.96095,1.01182,-2.02019,-4.76468,-5.07751,0.924028,-2.03225,-4.83641,0.104643,0.107123,0.559225,0.557684
L,-5.06277,0.77393,-2.05174,-4.74848,-5.12352,0.744827,-1.94713,-4.64389,0.104515,0.10694,0.558228,0.55669
R,-5.16621,0.536876,-2.08471,-4.73127,-5.22079,0.497836,-2.05397,-4.68101,0.104375,0.106769,0.557204,0.555674
L,-5.27133,0.300706,-2.11906,-4.71303,-5.29139,0.26175,-1.99458,-4.67332,0.104191,0.106599,0.556234,0.554661
R,-5.3782,0.0654719,-2.15477,-4.69374,-5.40558,0.037777,-1.9389,-4.64657,0.104014,0.106418,0.555371,0.553655
L,-5.4869,-0.168772,-2.1918,-4.67335,-5.46949,-0.205082,-1.87471,-4.66375,0.10383,0.106247,0.55469,0.552648
R,-5.59748,-0.401971,-2.23014,-4.65185,-5.58014,-0.44854,-2.00378,-4.71048,0.103647,0.106091,0.553852,0.551657
L,-5.71001,-0.634069,-2.26974,-4.62919,-5.71695,-0.584768,-2.11109,-4.45684,0.103461,0.105941,0.552933,0.550758
R,-5.82456,-0.865006,-2.31058,-4.60536,-5.83144,-0.829862,-2.35436,-4.56437,0.103275,0.105771,0.551944,0.549772
L,-5.94118,-1.09472,-2.35262,-4.58032,-5.92714,-1.14361,-2.2783,-4.7857,0.103093,0.105622,0.550972,0.548923
R,-6.05993,-1.32316,-2.39581,-4.55404,-6.02655,-1.38005,-2.24554,-4.7746,0.102928,0.105488,0.55006,0.548101
L,-6.18087,-1.55025,-2.44014,-4.52648,-6.16933,-1.56858,-2.32561,-4.6469,0.102747,0.105306,0.549123,0.547172
R,-6.30406,-1.77593,-2.48555,-4.49762,-6.30943,-1.8273,-2.60563,-4.80124,0.102566,0.105164,0.548196,0.5465
L,-6.42954,-2.00014,-2.532,-4.46742,-6.41617,-2.10089,-2.54536,-4.88707,0.102387,0.105148,0.547227,0.546103
R,-6.55738,-2.22281,-2.57946,-4.43585,-6.55012,-2.34065,-2.48701,-4.84437,0.102208,0.105196,0.54629,0.54568
L,-6.68761,-2.44386,-2.62788,-4.40288,-6.70885,-2.52222,-2.58282,-4.68882,0.102036,0.105113,0.545337,0.544985
R,-6.82029,-2.66323,-2.6772,-4.36847,-6.85252,-2.7636,-2.63823,-4.7191,0.101875,0.105097,0.544388,0.544426
L,-6.95546,-2.88084,-2.7274,-4.3326,-6.93808,-3.05328,-2.52228,-4.85877,0.101703,0.105407,0.543574,0.544364
R,-7.09316,-3.09663,-2.7784,-4.29523,-7.05875,-3.28938,-2.45732,-4.81234,0.101546,0.105835,0.542959,0.544271
L,-7.23344,-3.3105,-2.83017,-4.25632,-7.19496,-3.44095,-2.52806,-4.58931,0.101396,0.10593,0.54231,0.543682
R,-7.37632,-3.5224,-2.88265,-4.21586,-7.34782,-3.6845,-2.59817,-4.63318,0.101235,0.106174,0.541632,0.543297
L,-7.52184,-3.73223,-2.93579,-4.1738,-7.52426,-3.76514,-2.76466,-4.25244,0.101061,0.106009,0.540793,0.542382
R,-7.67004,-3.93992,-2.98953,-4.13012,-7.66659,-3.98315,-2.85138,-4.3097,0.100888,0.105858,0.539927,0.541555
L,-7.82094,-4.14538,-3.04381,-4.08479,-7.81439,-4.22569,-2.84892,-4.3754,0.100716,0.105781,0.539125,0.540896
R,-7.97457,-4.34854,-3.09857,-4.03778,-7.96471,-4.44904,-2.87048,-4.38969,0.100546,0.105764,0.538372,0.540365
L,-8.13095,-4.5493,-3.15376,-3.98906,-8.12043,-4.70056,-2.87974,-4.46534,0.100378,0.105951,0.537695,0.540161
R,-8.2901,-4.74759,-3.2093,-3.93862,-8.25266,-4.9101,-2.71677,-4.34346,0.100232,0.106193,0.537549,0.539761
L,-8.45204,-4.94331,-3.26514,-3.88641,-8.37868,-5.1259,-2.69762,-4.34258,0.100153,0.106542,0.537653,0.539501
R,-8.61678,-5.13637,-3.32121,-3.83242,-8.49732,-5.32985,-2.6138,-4.27774,0.100224,0.106952,0.538312,0.539213
L,-8.78433,-5.32669,-3.37745,-3.77663,-8.69838,-5.50228,-2.77665,-4.15904,0.10018,0.107255,0.538533,0.538764
R,-8.95469,-5.51417,-3.43377,-3.71901,-8.84757,-5.71756,-2.82633,-4.19494,0.100204,0.107718,0.538777,0.538567
L,-9.12788,-5.69872,-3.49012,-3.65955,-9.01403,-5.88058,-2.89942,-4.07593,0.100252,0.108048,0.538958,0.538207
R,-9.30388,-5.88026,-3.54643,-3.59823,-9.12988,-6.06376,-2.79563,-3.99891,0.100586,0.108385,0.539797,0.53781
L,-9.4827,-6.05868,-3.60261,-3.53503,-9.33031,-6.11373,-2.98864,-3.62305,0.100801,0.108252,0.540058,0.536945
R,-9.66432,-6.23389,-3.6586,-3.46994,-9.50212,-6.30982,-3.09752,-3.69872,0.101064,0.108162,0.540129,0.536222
L,-9.84874,-6.4058,-3.71431,-3.40295,-9.64175,-6.51984,-3.0552,-3.76342,0.101592,0.108181,0.540562,0.53574
R,-10.0359,-6.57431,-3.76969,-3.33404,-9.83278,-6.73555,-3.25328,-3.90857,0.102088,0.108397,0.540485,0.535871
L,-10.2259,-6.73933,-3.82463,-3.26321,-10.0628,-6.87212,-3.41775,-3.74679,0.102346,0.108485,0.540103,0.535709
R,-10.4186,-6.90075,-3.87907,-3.19046,-10.2318,-7.0586,-3.45334,-3.77266,0.102733,0.108682,0.539771,0.535867
L,-10.614,-7.05849,-3.93293,-3.11577,-10.4867,-7.21954,-3.63479,-3.67953,0.102822,0.108892,0.539164,0.535959
R,-10.8121,-7.21245,-3.98613,-3.03916,-10.6645,-7.40038,-3.63069,-3.67524,0.102998,0.109239,0.538672,0.536312
L,-11.0128,-7.36252,-4.03859,-2.96062,-10.94,-7.53493,-3.84533,-3.52643,0.102915,0.109501,0.537917,0.53641
R,-11.2161,-7.50862,-4.09021,-2.88015,-11.1095,-7.69545,-3.72589,-3.44171,0.102927,0.109835,0.53745,0.536492
L,-11.422,-7.65064,-4.14093,-2.79777,-11.2687,-7.82925,-3.68605,-3.36017,0.103127,0.110124,0.537206,0.536577
R,-11.6304,-7.78849,-4.19066,-2.71349,-11.4397,-7.98777,-3.65052,-3.33398,0.103524,0.110522,0.537216,0.536865
L,-11.8413,-7.92208,-4.23932,-2.6273,-11.6382,-8.05662,-3.72425,-3.09623,0.103991,0.110606,0.537147,0.536663
R,-12.0546,-8.05131,-4.28682,-2.53924,-11.8066,-8.19875,-3.58963,-3.00126,0.104759,0.110742,0.537728,0.536443
L,-12.2702,-8.17609,-4.33309,-2.44932,-12.0423,-8.25098,-3.74551,-2.74889,0.105374,0.110647,0.537893,0.535861
R,-12.4881,-8.29633,-4.37802,-2.35756,-12.2586,-8.4071,-4.00013,-2.92052,0.105992,0.110648,0.537464,0.535948
L,-12.7082,-8.41193,-4.42156,-2.26399,-12.4845,-8.46067,-4.09034,-2.69117,0.106564,0.110508,0.536942,0.535641
R,-12.9304,-8.5228,-4.4636,-2.16863,-12.663,-8.57847,-3.90942,-2.57084,0.107443,0.110379,0.536996,0.535276
L,-13.1547,-8.62886,-4.50407,-2.07151,-12.9703,-8.63608,-4.16628,-2.36078,0.107768,0.110207,0.536491,0.534686
R,-13.381,-8.73002,-4.54289,-1.97267,-13.2031,-8.76879,-4.2834,-2.43434,0.108057,0.110057,0.535852,0.534474
L,-13.6092,-8.82619,-4.57997,-1.87214,-13.4459,-8.7895,-4.38052,-2.18204,0.108271,0.109906,0.535137,0.533925
R,-13.8392,-8.91729,-4.61524,-1.76997,-13.6245,-8.87467,-4.12607,-2.02373,0.10876,0.109762,0.535001,0.533287
L,-14.0709,-9.00324,-4.64861,-1.6662,-13.8681,-8.96245,-4.20677,-1.9778,0.109175,0.109616,0.53474,0.532746
R,-14.3043,-9.08395,-4.68001,-1.56086,-14.1105,-9.07999,-4.43226,-2.1164,0.109534,0.109448,0.534095,0.532817
L,-14.5391,-9.15936,-4.70936,-1.45402,-14.3543,-9.1755,-4.48109,-2.08339,0.109843,0.109284,0.533427,0.533139
R,-14.7754,-9.22939,-4.73658,-1.34573,-14.5641,-9.27144,-4.35257,-2.00484,0.110294,0.109142,0.533035,0.533569
L,-15.013,-9.29397,-4.76161,-1.23603,-14.8845,-9.22856,-4.61338,-1.62236,0.110354,0.109036,0.532287,0.533183
R,-15.2517,-9.35302,-4.78436,-1.125,-15.1326,-9.32058,-4.60409,-1.61764,0.110382,0.108885,0.531573,0.533065
L,-15.4916,-9.40649,-4.80476,-1.01269,-15.4147,-9.42391,-4.70074,-1.6526,0.110296,0.108725,0.5308,0.53342
R,-15.7324,-9.45431,-4.82275,-0.899159,-15.6266,-9.49475,-4.46008,-1.51479,0.110283,0.108584,0.530374,0.533686
L,-15.9741,-9.49642,-4.83827,-0.784484,-15.9007,-9.55367,-4.56875,-1.4551,0.11019,0.108466,0.529783,0.53415
R,-16.2164,-9.53277,-4.85124,-0.668734,-16.116,-9.6194,-4.44756,-1.38607,0.110162,0.108407,0.52945,0.534792
L,-16.4594,-9.5633,-4.8616,-0.55198,-16.3927,-9.56916,-4.59793,-1.07608,0.110058,0.108246,0.528855,0.53476
R,-16.7027,-9.58797,-4.8693,-0.434301,-16.5849,-9.60304,-4.45039,-0.996995,0.110082,0.108087,0.528562,0.534846
L,-16.9464,-9.60673,-4.87427,-0.315773,-16.9003,-9.54203,-4.67317,-0.692911,0.109947,0.107984,0.527891,0.534447
R,-17.1903,-9.61954,-4.87646,-0.196479,-17.1594,-9.58999,-4.76687,-0.741816,0.109797,0.107837,0.527143,0.534479
L,-17.4342,-9.62636,-4.87583,-0.0765024,-17.4359,-9.59297,-4.85366,-0.644455,0.109635,0.107693,0.526366,0.534581
R,-17.6781,-9.62717,-4.87232,0.0440703,-17.6689,-9.62217,-4.69652,-0.567002,0.109475,0.107535,0.525678,0.534822
L,-17.9216,-9.62194,-4.86588,0.165151,-17.9427,-9.56263,-4.80141,-0.337144,0.10932,0.107425,0.524919,0.53473
R,-18.1648,-9.61064,-4.85648,0.286648,-18.159,-9.56959,-4.61771,-0.249999,0.109161,0.107291,0.52431,0.534735
L,-18.4074,-9.59325,-4.84408,0.40847,-18.3625,-9.60379,-4.55716,-0.313242,0.109029,0.107136,0.523774,0.535375
R,-18.6493,-9.56977,-4.82864,0.530522,-18.5844,-9.61578,-4.59021,-0.328271,0.108926,0.107009,0.52317,0.536598
L,-18.8904,-9.54017,-4.81012,0.652707,-18.8557,-9.57589,-4.68967,-0.17449,0.108784,0.106871,0.522451,0.537667
R,-19.1305,-9.50447,-4.78851,0.774927,-19.0652,-9.57224,-4.63268,-0.147089,0.108684,0.106778,0.521763,0.539173
L,-19.3694,-9.46265,-4.76378,0.897083,-19.3452,-9.4053,-4.77954,0.301013,0.108535,0.106669,0.521011,0.539346
R,-19.6069,-9.41472,-4.73591,1.01907,-19.5506,-9.37826,-4.53301,0.404279,0.108421,0.106533,0.520376,0.539578
L,-19.8431,-9.36071,-4.70487,1.1408,-19.8356,-9.2049,-4.69017,0.805143,0.108266,0.106707,0.519631,0.539103
R,-20.0775,-9.30061,-4.67066,1.26215,-20.046,-9.15556,-4.56221,0.856391,0.108124,0.106836,0.51892,0.538769
L,-20.3102,-9.23446,-4.63328,1.38303,-20.2051,-9.30174,-4.37827,0.360643,0.108116,0.106744,0.518359,0.540762
R,-20.5409,-9.16227,-4.59271,1.50334,-20.4302,-9.28693,-4.37073,0.362811,0.108123,0.106799,0.517757,0.543404
L,-20.7696,-9.08409,-4.54895,1.62296,-20.6838,-9.13683,-4.47444,0.70431,0.108067,0.106685,0.517039,0.544833
R,-20.9959,-8.99994,-4.50202,1.74179,-20.9046,-9.10232,-4.35006,0.751215,0.108023,0.106673,0.516371,0.546604
L,-21.2198,-8.90987,-4.45191,1.85972,-21.121,-8.99433,-4.36647,0.927363,0.107998,0.106617,0.515663,0.548072
R,-21.4412,-8.81393,-4.39865,1.97666,-21.3352,-8.94852,-4.23228,0.975568,0.107992,0.106706,0.515014,0.549867
L,-21.6597,-8.71217,-4.34224,2.0925,-21.5406,-8.8932,-4.22198,0.990014,0.108025,0.106986,0.514332,0.552188
R,-21.8754,-8.60465,-4.2827,2.20712,-21.6988,-8.82655,-3.85581,1.12202,0.108278,0.107478,0.514108,0.554391
L,-22.0881,-8.49143,-4.22007,2.32043,-21.926,-8.68757,-3.94206,1.34179,0.108464,0.107827,0.513601,0.556022
R,-22.2975,-8.37258,-4.15437,2.43232,-22.12,-8.61816,-3.98412,1.32896,0.108717,0.108452,0.512966,0.558286
L,-22.5035,-8.24817,-4.08564,2.5427,-22.3871,-8.45407,-4.13637,1.59683,0.108739,0.108842,0.512262,0.559731
R,-22.7061,-8.11829,-4.01391,2.65145,-22.5636,-8.36643,-3.93155,1.66035,0.108846,0.109472,0.511572,0.561379
L,-22.9049,-7.98301,-3.93923,2.75848,-22.8528,-8.03169,-4.16288,2.32702,0.108731,0.109351,0.511002,0.561063
R,-23.1,-7.84243,-3.86163,2.8637,-23.0285,-7.91261,-3.80034,2.42228,0.108646,0.109262,0.51031,0.560769
L,-23.2911,-7.69663,-3.78118,2.967,-23.2845,-7.68466,-3.94542,2.71376,0.108497,0.109114,0.509682,0.560157
R,-23.4781,-7.54572,-3.69792,3.06828,-23.4771,-7.54709,-3.95176,2.71292,0.108349,0.108965,0.509159,0.5597
L,-23.6609,-7.3898,-3.61191,3.16746,-23.6537,-7.40145,-3.91434,2.73293,0.108202,0.108818,0.50871,0.559397
R,-23.8393,-7.22897,-3.52321,3.26445,-23.832,-7.26209,-3.76676,2.76834,0.108056,0.108684,0.508176,0.559234
L,-24.0132,-7.06336,-3.43189,3.35916,-23.996,-7.18327,-3.71141,2.60872,0.107913,0.108716,0.507696,0.559841
R,-24.1825,-6.89307,-3.33801,3.45149,-24.1458,-7.04622,-3.43845,2.67345,0.107784,0.10886,0.507036,0.560545
L,-24.347,-6.71823,-3.24166,3.54138,-24.338,-6.72876,-3.50631,3.15177,0.107639,0.108715,0.506539,0.560154
R,-24.5066,-6.53896,-3.14289,3.62873,-24.4943,-6.57246,-3.2244,3.20491,0.107496,0.108583,0.505875,0.559832
L,-24.6612,-6.35538,-3.0418,3.71347,-24.5911,-6.44413,-3.10054,3.10677,0.107414,0.108534,0.505206,0.559963
R,-24.8107,-6.16764,-2.93846,3.79553,-24.7186,-6.28447,-2.92211,3.1418,0.107376,0.108557,0.504531,0.560235
L,-24.955,-5.97587,-2.83295,3.87484,-24.926,-6.02832,-3.04879,3.4125,0.107243,0.108446,0.503981,0.559997
R,-25.094,-5.7802,-2.72537,3.95132,-25.043,-5.85261,-2.8475,3.44706,0.107132,0.108366,0.50335,0.559856
L,-25.2276,-5.58079,-2.61581,4.02492,-25.1888,-5.6652,-2.85571,3.48691,0.107009,0.10831,0.502833,0.559799
R,-25.3556,-5.37777,-2.50435,4.09557,-25.3317,-5.49208,-2.80268,3.49428,0.106874,0.108326,0.502402,0.559913
L,-25.4779,-5.1713,-2.39109,4.16322,-25.4995,-5.22616,-2.86341,3.73719,0.106739,0.10822,0.502325,0.559602
R,-25.5946,-4.96152,-2.27613,4.22781,-25.6226,-5.03711,-2.76985,3.74897,0.106608,0.108147,0.502303,0.559404
L,-25.7055,-4.7486,-2.15956,4.2893,-25.7476,-4.87293,-2.7431,3.68569,0.10649,0.108193,0.502533,0.559525
R,-25.8105,-4.53268,-2.04149,4.34764,-25.857,-4.68697,-2.53882,3.71004,0.106377,0.108339,0.50252,0.559744
L,-25.9096,-4.31392,-1.92202,4.40279,-25.9883,-4.40781,-2.55415,3.95515,0.106314,0.108304,0.502902,0.55948
R,-26.0027,-4.0925,-1.80125,4.45471,-26.0891,-4.21595,-2.08949,3.99447,0.106267,0.108346,0.502462,0.559245
L,-26.0897,-3.86856,-1.67928,4.50337,-26.1939,-3.88139,-2.09857,4.34691,0.106262,0.108207,0.502263,0.558575
R,-26.1706,-3.64227,-1.55623,4.54875,-26.2604,-3.66792,-1.68443,4.37194,0.106222,0.108075,0.501655,0.557923
L,-26.2453,-3.41381,-1.4322,4.59081,-26.2938,-3.37828,-1.59506,4.55,0.106114,0.10795,0.501075,0.557206
R,-26.3138,-3.18332,-1.30729,4.62954,-26.335,-3.15236,-1.2912,4.56374,0.105982,0.107822,0.500429,0.556497
L,-26.376,-2.95098,-1.18162,4.66493,-26.3638,-2.91184,-1.22672,4.59103,0.105848,0.107702,0.499791,0.555794
R,-26.4319,-2.71697,-1.05529,4.69696,-26.4134,-2.68424,-1.08656,4.59419,0.105716,0.107577,0.499152,0.555106
L,-26.4815,-2.48143,-0.928411,4.72562,-26.4949,-2.56612,-1.13487,4.30472,0.105583,0.107524,0.498623,0.554804
R,-26.5247,-2.24456,-0.80109,4.75091,-26.5397,-2.35182,-1.01432,4.3079,0.105451,0.107524,0.498103,0.554547
L,-26.5616,-2.0065,-0.673434,4.77284,-26.6025,-2.15009,-1.03616,4.27347,0.105337,0.107631,0.497805,0.554414
R,-26.5921,-1.76744,-0.545553,4.79141,-26.6224,-1.93617,-0.869285,4.2767,0.105215,0.10783,0.49744,0.554317
L,-26.6161,-1.52753,-0.417552,4.80664,-26.6365,-1.64714,-0.815671,4.47102,0.105086,0.107861,0.497214,0.553872
R,-26.6338,-1.28695,-0.289538,4.81852,-26.6257,-1.42867,-0.406024,4.464,0.104954,0.10796,0.49662,0.553459
L,-26.6451,-1.04586,-0.161616,4.8271,-26.6392,-1.18018,-0.393127,4.52984,0.104822,0.108034,0.496131,0.552963
R,-26.65,-0.804425,-0.0338883,4.83238,-26.6604,-0.957941,-0.234215,4.52186,0.104692,0.108173,0.495609,0.552487
L,-26.6485,-0.562811,0.0935412,4.83439,-26.6832,-0.675323,-0.251868,4.67144,0.104575,0.108184,0.495289,0.551855
R,-26.6406,-0.321181,0.220572,4.83317,-26.6636,-0.449003,0.114574,4.64988,0.104451,0.108237,0.494698,0.551241
L,-26.6264,-0.0796947,0.347104,4.82874,-26.6256,-0.102936,0.179299,4.94657,0.10432,0.108109,0.494152,0.550584
R,-26.6059,0.161489,0.473041,4.82116,-26.5982,0.137909,0.441203,4.92299,0.104191,0.10798,0.493539,0.549923
L,-26.5792,0.402213,0.598287,4.81045,-26.5825,0.46279,0.43608,5.13039,0.104062,0.107889,0.492993,0.549471
R,-26.5462,0.642323,0.722748,4.79667,-26.5586,0.716537,0.532375,5.11867,0.103935,0.107818,0.492473,0.549024
L,-26.5069,0.881666,0.846334,4.77986,-26.563,1.00696,0.479893,5.21022,0.103844,0.107865,0.492202,0.548763
R,-26.4616,1.12009,0.968955,4.76007,-26.5109,1.26504,0.578998,5.20013,0.103745,0.107972,0.491976,0.548522
