sensor,x_gt,y_gt,vx_gt,vy_gt,p_x,p_y,vx,vy,RMSE_x,RMSE_y,RMSE_vx,RMSE_vy
L,-26.4101,1.35745,1.09053,4.73737,-26.47,1.48403,0.595664,5.09222,0.10366,0.108021,0.491983,0.54813
R,-26.3526,1.59361,1.21096,4.71181,-26.4181,1.7325,0.794632,5.0624,0.103583,0.108108,0.491812,0.547733
L,-26.2891,1.82841,1.33018,4.68345,-26.379,1.90713,0.782696,4.8563,0.103552,0.108046,0.491956,0.547129
R,-26.2197,2.06173,1.44811,4.65235,-26.302,2.14047,1.10976,4.8058,0.103506,0.107984,0.49164,0.546514
L,-26.1444,2.29342,1.56467,4.61859,-26.2519,2.30051,1.08852,4.59517,0.103516,0.107853,0.491603,0.54585
R,-26.0633,2.52336,1.67979,4.58223,-26.1795,2.52678,1.19994,4.57734,0.103549,0.107722,0.491574,0.545187
L,-25.9765,2.75141,1.79339,4.54334,-26.109,2.77817,1.22248,4.6366,0.103629,0.1076,0.491782,0.544546
R,-25.8841,2.97746,1.90543,4.502,-26.0088,2.99622,1.6504,4.5539,0.103685,0.107474,0.491348,0.543894
L,-25.7861,3.20139,2.01582,4.45828,-25.9048,3.30675,1.70321,4.77152,0.103724,0.107469,0.490995,0.543456
R,-25.6826,3.42306,2.12452,4.41227,-25.8139,3.53996,1.87127,4.73304,0.103799,0.107492,0.490562,0.54303
L,-25.5737,3.64239,2.23146,4.36404,-25.7166,3.72114,1.86768,4.58826,0.10391,0.107433,0.490297,0.54249
R,-25.4596,3.85924,2.3366,4.31367,-25.5908,3.94074,2.1066,4.53347,0.103984,0.107378,0.489839,0.541947
L,-25.3402,4.07353,2.43989,4.26125,-25.5366,4.08875,1.9973,4.32493,0.104302,0.107252,0.489732,0.541309
R,-25.2157,4.28514,2.54127,4.20686,-25.4053,4.29562,2.22366,4.27109,0.104587,0.107126,0.489394,0.540673
L,-25.0863,4.49399,2.64071,4.15058,-25.2471,4.529,2.31385,4.32628,0.104757,0.107012,0.489072,0.540099
R,-24.9518,4.69998,2.73817,4.09251,-25.0849,4.73566,2.44527,4.29525,0.104833,0.106899,0.4887,0.539549
L,-24.8126,4.90303,2.83361,4.03273,-24.9784,4.92055,2.40957,4.21617,0.105019,0.106776,0.488557,0.538984
R,-24.6686,5.10304,2.92701,3.97132,-24.8123,5.11786,2.65701,4.14848,0.105127,0.106653,0.488157,0.538417
L,-24.5201,5.29995,3.01833,3.90839,-24.6477,5.3456,2.72026,4.20442,0.105185,0.10655,0.487797,0.537975
R,-24.367,5.49367,3.10754,3.84401,-24.4659,5.53747,3.08617,4.0921,0.105171,0.106446,0.487225,0.537478
L,-24.2095,5.68414,3.19464,3.77827,-24.2848,5.7013,3.12527,3.98973,0.105111,0.106325,0.486666,0.536945
R,-24.0477,5.8713,3.27959,3.71127,-24.1066,5.88927,3.37696,3.90662,0.105027,0.106204,0.48612,0.536401
L,-23.8818,6.05508,3.36239,3.64309,-23.9423,6.03025,3.35391,3.76577,0.104945,0.106087,0.485553,0.535808
R,-23.7117,6.23542,3.44302,3.57383,-23.7857,6.22493,3.20692,3.81651,0.104883,0.105965,0.485122,0.535313
L,-23.5377,6.41227,3.52148,3.50357,-23.6373,6.36527,3.17069,3.68483,0.104872,0.105866,0.484853,0.534763
R,-23.3598,6.58559,3.59775,3.4324,-23.4768,6.54633,3.26739,3.64907,0.104901,0.10576,0.484552,0.534245
L,-23.1781,6.75533,3.67185,3.36041,-23.2494,6.80151,3.40786,3.84555,0.104836,0.105661,0.484159,0.534137
R,-22.9928,6.92146,3.74376,3.28768,-23.0347,6.97604,3.62136,3.76355,0.104734,0.105572,0.483636,0.53401
L,-22.804,7.08393,3.8135,3.21431,-22.8325,7.13603,3.65237,3.69498,0.104623,0.10548,0.483142,0.533893
R,-22.6117,7.24273,3.88106,3.14038,-22.6031,7.29894,3.95729,3.57086,0.104504,0.105394,0.482601,0.533679
L,-22.4161,7.39782,3.94647,3.06598,-22.4368,7.40709,3.87512,3.3859,0.104389,0.105274,0.482061,0.533288
R,-22.2173,7.54917,4.00974,2.99118,-22.1948,7.55097,4.28389,3.21324,0.104275,0.105154,0.481688,0.532784
L,-22.0154,7.69679,4.07087,2.91607,-22.0225,7.68816,4.19673,3.14572,0.104157,0.105035,0.481177,0.53229
R,-21.8105,7.84064,4.12989,2.84074,-21.831,7.85387,4.10512,3.18603,0.104043,0.104917,0.480631,0.531939
L,-21.6026,7.98072,4.18681,2.76526,-21.636,7.98358,4.07568,3.10907,0.103937,0.104798,0.480115,0.531588
R,-21.392,8.11703,4.24166,2.68971,-21.4314,8.13567,4.16801,3.06403,0.103836,0.104683,0.479585,0.531285
L,-21.1787,8.24957,4.29447,2.61417,-21.2353,8.12849,4.08815,2.65684,0.103754,0.104723,0.479143,0.530689
R,-20.9628,8.37833,4.34526,2.53871,-21.0403,8.26741,3.99006,2.70387,0.103702,0.104738,0.4789,0.530149
L,-20.7444,8.50333,4.39406,2.46341,-20.873,8.4241,3.93585,2.7511,0.103765,0.104687,0.478855,0.529728
R,-20.5237,8.62457,4.4409,2.38835,-20.6238,8.5323,4.30998,2.56639,0.103757,0.104661,0.478358,0.529201
L,-20.3006,8.74206,4.48582,2.31358,-20.3659,8.68933,4.40207,2.64792,0.103687,0.104574,0.477839,0.528846
R,-20.0753,8.85583,4.52884,2.23919,-20.1566,8.8282,4.32911,2.68649,0.103642,0.104465,0.477398,0.528678
L,-19.848,8.96589,4.57001,2.16524,-19.9742,8.9158,4.24527,2.56189,0.103698,0.104375,0.477113,0.52842
R,-19.6186,9.07227,4.60937,2.09179,-19.7634,9.04431,4.24548,2.56129,0.103807,0.104268,0.476891,0.528297
L,-19.3873,9.17499,4.64694,2.01891,-19.5576,9.10356,4.20606,2.38883,0.104001,0.104206,0.476814,0.527998
R,-19.1542,9.27409,4.68278,1.94666,-19.3131,9.20182,4.44688,2.25469,0.104155,0.104147,0.476416,0.527612
L,-18.9193,9.36959,4.71692,1.8751,-19.0162,9.31126,4.59183,2.26555,0.10414,0.104068,0.475926,0.527349
R,-18.6827,9.46154,4.7494,1.80429,-18.7828,9.41865,4.70188,2.19712,0.104131,0.103972,0.475407,0.52709
L,-18.4446,9.54996,4.78028,1.73429,-18.5274,9.51968,4.73846,2.18079,0.104089,0.103868,0.474888,0.526927
R,-18.2049,9.63492,4.80959,1.66514,-18.2362,9.59069,5.09095,1.95933,0.103985,0.103775,0.47455,0.526529
L,-17.9639,9.71643,4.83737,1.59691,-17.9324,9.72331,5.20345,2.05751,0.103882,0.103661,0.47434,0.526394
R,-17.7214,9.79457,4.86368,1.52964,-17.6718,9.82985,5.11685,2.1184,0.103794,0.103561,0.473969,0.526538
L,-17.4777,9.86936,4.88856,1.46338,-17.4057,9.9245,5.13255,2.09394,0.103735,0.10348,0.473589,0.526787
R,-17.2328,9.94087,4.91205,1.39818,-17.1404,10.0199,5.24332,2.01461,0.103712,0.103434,0.473326,0.526998
L,-16.9868,10.0091,4.93421,1.33408,-16.8776,10.128,5.24771,2.03243,0.103724,0.10347,0.473038,0.52743
R,-16.7396,10.0743,4.95507,1.27113,-16.6023,10.218,5.34827,1.95727,0.103809,0.103574,0.47288,0.527825
L,-16.4915,10.1362,4.97469,1.20937,-16.3777,10.2931,5.25027,1.89021,0.103831,0.103718,0.472543,0.528204
R,-16.2424,10.1952,4.99311,1.14883,-16.1049,10.3762,5.37219,1.79453,0.103915,0.103947,0.472361,0.528485
L,-15.9924,10.2511,5.01039,1.08956,-15.9093,10.3524,5.16912,1.5027,0.103875,0.103941,0.47191,0.528264
R,-15.7416,10.3041,5.02655,1.03159,-15.6501,10.4261,5.19073,1.48518,0.10385,0.103983,0.471465,0.528115
L,-15.4899,10.3543,5.04166,0.974957,-15.4705,10.3773,4.96795,1.16923,0.103743,0.103877,0.470972,0.527626
R,-15.2376,10.4016,5.05576,0.919692,-15.1718,10.394,5.29273,0.915468,0.103676,0.103767,0.470596,0.527062
L,-14.9846,10.4462,5.06889,0.865828,-14.9105,10.4468,5.28904,0.931192,0.103622,0.103656,0.470204,0.526508
R,-14.7309,10.4882,5.0811,0.813394,-14.6489,10.5018,5.14491,1.05589,0.103581,0.103548,0.469713,0.526067
L,-14.4766,10.5276,5.09243,0.762418,-14.4359,10.4456,5.00092,0.786007,0.103488,0.103507,0.46
