sensor,x_gt,y_gt,vx_gt,vy_gt,p_x,p_y,vx,vy,RMSE_x,RMSE_y,RMSE_vx,RMSE_vy
R,0.0497099,13.5065,-2.53381,-4.47061,0.00878682,13.5514,-2.59642,-4.37377,0.164052,0.124705,0.774004,0.579193
L,-0.0757753,13.2823,-2.48728,-4.50075,-0.149607,13.3133,-2.67157,-4.42492,0.163753,0.124438,0.772336,0.577892
R,-0.198962,13.0566,-2.44179,-4.52955,-0.283185,13.092,-2.67157,-4.42492,0.163479,0.124178,0.770734,0.57662
L,-0.319903,12.8295,-2.39739,-4.55704,-0.225898,12.8952,-2.16958,-4.36061,0.163232,0.123975,0.769141,0.575465
R,-0.438654,12.6011,-2.35412,-4.58326,-0.334377,12.6772,-2.16958,-4.36061,0.163014,0.123801,0.767507,0.574362
L,-0.555273,12.3714,-2.31202,-4.60823,-0.456718,12.4197,-2.20604,-4.46456,0.162782,0.123566,0.765817,0.573154
R,-0.669818,12.1404,-2.27111,-4.63198,-0.56702,12.1964,-2.20604,-4.46456,0.162563,0.123346,0.764118,0.571982
L,-0.78235,11.9083,-2.23144,-4.65456,-0.638284,12.0002,-2.10337,-4.39368,0.162486,0.123224,0.762466,0.570975
R,-0.892931,11.6751,-2.19304,-4.67598,-0.743452,11.7805,-2.10337,-4.39368,0.16243,0.123151,0.7608,0.57002
L,-1.00163,11.4409,-2.15594,-4.69628,-0.981979,11.494,-2.45411,-4.56935,0.162078,0.12293,0.75938,0.568825
R,-1.1085,11.2057,-2.12017,-4.71549,-1.10468,11.2655,-2.45411,-4.56935,0.161722,0.122724,0.758036,0.567659
L,-1.21362,10.9695,-2.08575,-4.73364,-1.29561,11.0393,-2.63354,-4.56357,0.161459,0.122542,0.757245,0.56653
R,-1.31706,10.7324,-2.05273,-4.75075,-1.42729,10.8111,-2.63354,-4.56357,0.161272,0.122386,0.756567,0.565431
L,-1.41889,10.4945,-2.02111,-4.76686,-1.53337,10.5157,-2.56621,-4.74038,0.161099,0.122128,0.755779,0.564209
R,-1.51917,10.2559,-1.99093,-4.78198,-1.66168,10.2787,-2.56621,-4.74038,0.161023,0.121874,0.755093,0.562998
L,-1.61797,10.0165,-1.96221,-4.79615,-1.7194,10.1223,-2.38055,-4.52817,0.160814,0.12181,0.75397,0.562063
R,-1.71539,9.77637,-1.93498,-4.80939,-1.83842,9.89591,-2.38055,-4.52817,0.160672,0.1218,0.75292,0.561162
L,-1.81147,9.53564,-1.90924,-4.82172,-1.86526,9.68763,-2.13808,-4.4805,0.160368,0.121944,0.751465,0.560409
R,-1.90631,9.29431,-1.88502,-4.83316,-1.97216,9.4636,-2.13808,-4.4805,0.160085,0.122184,0.750052,0.559691
L,-1.99998,9.05243,-1.86233,-4.84374,-2.02105,9.04612,-1.98549,-4.98932,0.159753,0.121926,0.748511,0.558589
R,-2.09256,8.81003,-1.8412,-4.85347,-2.12032,8.79665,-1.98549,-4.98932,0.159427,0.121673,0.746995,0.557484
L,-2.18412,8.56717,-1.82164,-4.86238,-2.20196,8.54467,-1.93909,-4.99592,0.159098,0.121427,0.74547,0.556384
R,-2.27474,8.32388,-1.80365,-4.87047,-2.29891,8.29488,-1.93909,-4.99592,0.158773,0.121188,0.743966,0.555282
L,-2.3645,8.0802,-1.78726,-4.87778,-2.32285,8.08973,-1.74706,-4.87848,0.158466,0.120938,0.742426,0.554129
R,-2.45348,7.83617,-1.77248,-4.8843,-2.41021,7.84581,-1.74706,-4.87848,0.158163,0.120689,0.740892,0.552983
L,-2.54177,7.59184,-1.75931,-4.89006,-2.53845,7.6023,-1.8546,-4.8774,0.157838,0.120443,0.739391,0.551845
R,-2.62944,7.34723,-1.74777,-4.89507,-2.63118,7.35843,-1.8546,-4.8774,0.157514,0.120198,0.737906,0.550714
L,-2.71658,7.10238,-1.73786,-4.89933,-2.75472,7.09372,-1.93564,-4.93221,0.157211,0.119954,0.736507,0.549593
R,-2.80326,6.85734,-1.72958,-4.90286,-2.8515,6.84711,-1.93564,-4.93221,0.156921,0.119711,0.735126,0.548478
L,-2.88957,6.61214,-1.72295,-4.90566,-2.8651,6.71105,-1.71687,-4.64145,0.156611,0.119634,0.733637,0.547625
R,-2.97559,6.36681,-1.71797,-4.90774,-2.95095,6.47897,-1.71687,-4.64145,0.156303,0.119605,0.732156,0.546781
L,-3.0614,6.12139,-1.71464,-4.90911,-2.98129,6.23989,-1.57091,-4.6599,0.156071,0.119601,0.730741,0.54591
R,-3.14709,5.87592,-1.71297,-4.90976,-3.05984,6.00689,-1.57091,-4.6599,0.155856,0.119648,0.729333,0.545047
L,-3.23274,5.63043,-1.71295,-4.9097,-3.15463,5.67377,-1.61365,-4.92324,0.155624,0.119441,0.727906,0.54396
R,-3.31843,5.38496,-1.71458,-4.90893,-3.23532,5.42761,-1.61365,-4.92324,0.155403,0.119234,0.726488,0.542881
L,-3.40424,5.13955,-1.71787,-4.90745,-3.36312,5.14996,-1.73759,-5.00605,0.155117,0.119,0.725052,0.541842
R,-3.49026,4.89422,-1.72281,-4.90525,-3.45,4.89966,-1.73759,-5.00605,0.154832,0.118766,0.723624,0.540812
L,-3.57657,4.64902,-1.72939,-4.90233,-3.6018,4.59684,-1.90832,-5.14417,0.154536,0.118578,0.722291,0.539963
R,-3.66325,4.40398,-1.73763,-4.89868,-3.69721,4.33963,-1.90832,-5.14417,0.154249,0.118414,0.720958,0.539125
L,-3.75039,4.15913,-1.74749,-4.8943,-3.8791,4.06775,-2.13574,-5.18275,0.154157,0.118321,0.719961,0.538376
R,-3.83806,3.91452,-1.75899,-4.88918,-3.98589,3.80861,-2.13574,-5.18275,0.154133,0.118276,0.718947,0.537643
L,-3.92635,3.67019,-1.77212,-4.8833,-4.00522,3.63287,-1.90573,-4.96342,0.153914,0.11807,0.717606,0.536627
R,-4.01533,3.42616,-1.78686,-4.87666,-4.10051,3.3847,-1.90573,-4.96342,0.153708,0.117871,0.716262,0.535621
L,-4.10509,3.18248,-1.8032,-4.86925,-4.17741,3.17081,-1.85738,-4.87327,0.153479,0.117647,0.714897,0.534594
R,-4.19571,2.93919,-1.82113,-4.86104,-4.27028,2.92714,-1.85738,-4.87327,0.153255,0.117424,0.713535,0.533573
L,-4.28727,2.69633,-1.84065,-4.85202,-4.34722,2.62859,-1.81549,-5.01762,0.153008,0.117275,0.712179,0.532656
R,-4.37985,2.45393,-1.86173,-4.84218,-4.43799,2.37771,-1.81549,-5.01762,0.15276,0.117147,0.710834,0.531755
L,-4.47352,2.21205,-1.88436,-4.83149,-4.56317,2.11244,-1.90598,-5.05548,0.152571,0.117086,0.709493,0.53093
R,-4.56836,1.97072,-1.90853,-4.81994,-4.65847,1.85966,-1.90598,-5.05548,0.152384,0.117064,0.708158,0.530127
L,-4.66444,1.72998,-1.93422,-4.80751,-4.80098,1.57701,-2.03014,-5.13405,0.152327,0.117219,0.706855,0.529511
R,-4.76186,1.48989,-1.9614,-4.79417,-4.90249,1.32031,-2.03014,-5.13405,0.152285,0.117457,0.705548,0.52893
L,-4.86066,1.25049,-1.99007,-4.7799,-4.8654,1.15546,-1.66562,-4.89247,0.152002,0.117382,0.704513,0.52799
R,-4.96095,1.01182,-2.02019,-4.76468,-4.94868,0.91084,-1.66562,-4.89247,0.151722,0.117325,0.703538,0.527069
L,-5.06277,0.77393,-2.05174,-4.74848,-4.959,0.731946,-1.47374,-4.7196,0.151573,0.117137,0.703116,0.526099
R,-5.16621,0.536876,-2.08471,-4.73127,-5.03269,0.495966,-1.47374,-4.7196,0.151511,0.116947,0.702799,0.525131
L,-5.27133,0.300706,-2.11906,-4.71303,-5.11327,0.258884,-1.49187,-4.7225,0.151535,0.11676,0.702537,0.524169
R,-5.3782,0.0654719,-2.15477,-4.69374,-5.18786,0.0227585,-1.49187,-4.7225,0.151695,0.116576,0.702396,0.523214
L,-5.4869,-0.168772,-2.1918,-4.67335,-5.27782,-0.213208,-1.53228,-4.72208,0.151943,0.116394,0.702245,0.52227
R,-5.59748,-0.401971,-2.23014,-4.65185,-5.35443,-0.449312,-1.53228,-4.72208,0.152372,0.116218,0.702229,0.52134
L,-5.71001,-0.634069,-2.26974,-4.62919,-5.60523,-0.586637,-1.9904,-4.46229,0.152226,0.116043,0.701162,0.520495
R,-5.82456,-0.865006,-2.31058,-4.60536,-5.70475,-0.809751,-1.9904,-4.46229,0.152122,0.115882,0.700163,0.519629
L,-5.94118,-1.09472,-2.35262,-4.58032,-5.83481,-1.13006,-2.07072,-4.71791,0.151983,0.115693,0.699111,0.518762
R,-6.05993,-1.32316,-2.39581,-4.55404,-5.93835,-1.36595,-2.07072,-4.71791,0.151885,0.115515,0.698132,0.517928
L,-6.18087,-1.55025,-2.44014,-4.52648,-6.13701,-1.56373,-2.3209,-4.61765,0.151637,0.115312,0.696924,0.517034
R,-6.30406,-1.77593,-2.48555,-4.49762,-6.25305,-1.79461,-2.3209,-4.61765,0.151399,0.115113,0.695757,0.516166
L,-6.42954,-2.00014,-2.532,-4.46742,-6.35713,-2.0714,-2.28943,-4.73838,0.151192,0.114987,0.694676,0.515505
R,-6.55738,-2.22281,-2.57946,-4.43585,-6.4716,-2.30832,-2.28943,-4.73838,0.151011,0.114897,0.693666,0.51491
L,-6.68761,-2.44386,-2.62788,-4.40288,-6.67133,-2.50424,-2.51364,-4.63057,0.150749,0.114751,0.692481,0.514182
R,-6.82029,-2.66323,-2.6772,-4.36847,-6.79701,-2.73577,-2.51364,-4.63057,0.150492,0.11463,0.691337,0.513517
L,-6.95546,-2.88084,-2.7274,-4.3326,-6.87224,-3.02236,-2.38094,-4.77538,0.15031,0.114735,0.690434,0.513287
R,-7.09316,-3.09663,-2.7784,-4.29523,-6.99128,-3.26113,-2.38094,-4.77538,0.150169,0.114945,0.689632,0.513176
L,-7.23344,-3.3105,-2.83017,-4.25632,-7.1148,-3.40279,-2.3927,-4.51998,0.150071,0.114874,0.688919,0.512522
R,-7.37632,-3.5224,-2.88265,-4.21586,-7.23444,-3.62879,-2.3927,-4.51998,0.150043,0.114846,0.688331,0.511949
L,-7.52184,-3.73223,-2.93579,-4.1738,-7.41015,-3.70474,-2.54018,-4.12535,0.149928,0.11466,0.687539,0.511076
R,-7.67004,-3.93992,-2.98953,-4.13012,-7.53715,-3.91101,-2.54018,-4.12535,0.149873,0.114476,0.686864,0.510201
L,-7.82094,-4.14538,-3.04381,-4.08479,-7.75334,-4.19171,-2.77472,-4.32111,0.14967,0.114312,0.685871,0.509516
R,-7.97457,-4.34854,-3.09857,-4.03778,-7.89208,-4.40776,-2.77472,-4.32111,0.149492,0.11417,0.684964,0.508917
L,-8.13095,-4.5493,-3.15376,-3.98906,-8.11083,-4.69567,-2.98518,-4.51009,0.149243,0.114294,0.683873,0.508959
R,-8.2901,-4.74759,-3.2093,-3.93862,-8.26009,-4.92118,-2.98518,-4.51009,0.149001,0.114546,0.682841,0.509183
L,-8.45204,-4.94331,-3.26514,-3.88641,-8.37892,-5.12987,-2.90513,-4.46587,0.148811,0.114865,0.68201,0.509436
R,-8.61678,-5.13637,-3.32121,-3.83242,-8.52417,-5.35316,-2.90513,-4.46587,0.148658,0.115357,0.681292,0.509902
L,-8.78433,-5.32669,-3.37745,-3.77663,-8.77057,-5.55216,-3.17114,-4.40198,0.148411,0.1159,0.680256,0.510332
R,-8.95469,-5.51417,-3.43377,-3.71901,-8.92913,-5.77226,-3.17114,-4.40198,0.148171,0.116662,0.679291,0.511004
L,-9.12788,-5.69872,-3.49012,-3.65955,-9.06552,-5.91416,-3.11283,-4.19631,0.147968,0.117129,0.67851,0.511092
R,-9.30388,-5.88026,-3.54643,-3.59823,-9.22116,-6.12398,-3.11283,-4.19631,0.1478,0.117773,0.677845,0.511405
L,-9.4827,-6.05868,-3.60261,-3.53503,-9.34848,-6.1235,-3.03836,-3.64324,0.147757,0.117637,0.677501,0.510598
R,-9.66432,-6.23389,-3.6586,-3.46994,-9.5004,-6.30566,-3.03836,-3.64324,0.147813,0.117515,0.677321,0.509854
L,-9.84874,-6.4058,-3.71431,-3.40295,-9.64125,-6.5174,-3.00925,-3.72103,0.148048,0.117497,0.677414,0.509343
R,-10.0359,-6.57431,-3.76969,-3.33404,-9.79172,-6.70346,-3.00925,-3.72103,0.148464,0.117536,0.677702,0.508992
L,-10.2259,-6.73933,-3.82463,-3.26321,-10.0586,-6.86663,-3.31544,-3.66087,0.148529,0.11757,0.677221,0.508668
R,-10.4186,-6.90075,-3.87907,-3.19046,-10.2244,-7.04968,-3.31544,-3.66087,0.1487,0.117685,0.676883,0.508549
L,-10.614,-7.05849,-3.93293,-3.11577,-10.5433,-7.25699,-3.7182,-3.72469,0.148514,0.118036,0.675897,0.508906
R,-10.8121,-7.21245,-3.98613,-3.03916,-10.7292,-7.44322,-3.7182,-3.72469,0.148349,0.118572,0.674977,0.509574
L,-11.0128,-7.36252,-4.03859,-2.96062,-11.0416,-7.60486,-4.05085,-3.66001,0.148119,0.119176,0.673892,0.510297
R,-11.2161,-7.50862,-4.09021,-2.88015,-11.2441,-7.78786,-4.05085,-3.66001,0.14789,0.120031,0.672815,0.511388
L,-11.422,-7.65064,-4.14093,-2.79777,-11.3011,-7.84997,-3.66788,-3.34205,0.147812,0.120367,0.672271,0.511497
R,-11.6304,-7.78849,-4.19066,-2.71349,-11.4844,-8.01707,-3.66788,-3.34205,0.147806,0.120866,0.671848,0.511912
L,-11.8413,-7.92208,-4.23932,-2.6273,-11.6097,-8.03467,-3.51505,-2.94884,0.148147,0.12084,0.672021,0.51142
R,-12.0546,-8.05131,-4.28682,-2.53924,-11.7855,-8.18211,-3.51505,-2.94884,0.148684,0.120873,0.67236,0.51113
L,-12.2702,-8.17609,-4.33309,-2.44932,-12.0143,-8.23009,-3.65469,-2.68725,0.149144,0.12072,0.672379,0.510498
R,-12.4881,-8.29633,-4.37802,-2.35756,-12.1971,-8.36445,-3.65469,-2.68725,0.1498,0.120591,0.672545,0.51003
L,-12.7082,-8.41193,-4.42156,-2.26399,-12.3976,-8.40033,-3.70164,-2.42822,0.150572,0.120403,0.672699,0.509313
R,-12.9304,-8.5228,-4.4636,-2.16863,-12.5827,-8.52174,-3.70164,-2.42822,0.151588,0.120215,0.672996,0.508723
L,-13.1547,-8.62886,-4.50407,-2.07151,-12.9835,-8.6443,-4.26901,-2.43125,0.151653,0.120031,0.672075,0.508327
R,-13.381,-8.73002,-4.54289,-1.97267,-13.197,-8.76586,-4.26901,-2.43125,0.151764,0.119861,0.671204,0.50818
L,-13.6092,-8.82619,-4.57997,-1.87214,-13.3995,-8.75897,-4.24035,-2.09341,0.151978,0.119734,0.670431,0.507542
R,-13.8392,-8.91729,-4.61524,-1.76997,-13.6116,-8.86364,-4.24035,-2.09341,0.152269,0.119586,0.669719,0.507077
L,-14.0709,-9.00324,-4.64861,-1.6662,-13.8946,-8.97834,-4.42719,-2.11979,0.152349,0.11941,0.668801,0.506921
R,-14.3043,-9.08395,-4.68001,-1.56086,-14.116,-9.08433,-4.42719,-2.11979,0.152472,0.119227,0.667921,0.507088
L,-14.5391,-9.15936,-4.70936,-1.45402,-14.3744,-9.18916,-4.52469,-2.11673,0.152511,0.119056,0.666977,0.507637
R,-14.7754,-9.22939,-4.73658,-1.34573,-14.6006,-9.29499,-4.52469,-2.11673,0.152584,0.118929,0.666063,0.508647
L,-15.013,-9.29397,-4.76161,-1.23603,-14.9238,-9.25371,-4.77964,-1.72981,0.152431,0.118769,0.66505,0.508603
R,-15.2517,-9.35302,-4.78436,-1.125,-15.1628,-9.34021,-4.77964,-1.72981,0.152279,0.118591,0.664042,0.508922
L,-15.4916,-9.40649,-4.80476,-1.01269,-15.5116,-9.48474,-5.06852,-1.88246,0.152053,0.11849,0.663197,0.510396
R,-15.7324,-9.45431,-4.82275,-0.899159,-15.765,-9.57886,-5.06852,-1.88246,0.151834,0.118508,0.662334,0.512476
L,-15.9741,-9.49642,-4.83827,-0.784484,-16.0464,-9.64215,-5.14198,-1.80137,0.151658,0.1186,0.661548,0.514732
R,-16.2164,-9.53277,-4.85124,-0.668734,-16.3035,-9.73222,-5.14198,-1.80137,0.151505,0.118924,0.660749,0.517684
L,-16.4594,-9.5633,-4.8616,-0.55198,-16.5038,-9.63596,-4.99264,-1.31131,0.151299,0.118812,0.659801,0.518572
R,-16.7027,-9.58797,-4.8693,-0.434301,-16.7535,-9.70152,-4.99264,-1.31131,0.151099,0.118797,0.658853,0.520006
L,-16.9464,-9.60673,-4.87427,-0.315773,-17.0485,-9.6283,-5.11202,-0.946305,0.150977,0.118627,0.658002,0.520369
R,-17.1903,-9.61954,-4.87646,-0.196479,-17.3041,-9.67562,-5.11202,-0.946305,0.15088,0.11849,0.657153,0.521197
L,-17.4342,-9.62636,-4.87583,-0.0765024,-17.5535,-9.66189,-5.09589,-0.785748,0.150797,0.118331,0.656292,0.521851
R,-17.6781,-9.62717,-4.87232,0.0440703,-17.8083,-9.70117,-5.09589,-0.785748,0.15074,0.118225,0.655438,0.523023
L,-17.9216,-9.62194,-4.86588,0.165151,-18.0257,-9.60959,-4.99756,-0.441535,0.150625,0.118053,0.654515,0.523288
R,-18.1648,-9.61064,-4.85648,0.286648,-18.2756,-9.63166,-4.99756,-0.441535,0.150524,0.117886,0.653602,0.524003
L,-18.4074,-9.59325,-4.84408,0.40847,-18.4228,-9.6357,-4.72732,-0.394084,0.150306,0.117737,0.652679,0.52503
R,-18.6493,-9.56977,-4.82864,0.530522,-18.6591,-9.6554,-4.72732,-0.394084,0.150089,0.117656,0.651752,0.526632
L,-18.8904,-9.54017,-4.81012,0.652707,-18.9198,-9.60929,-4.79129,-0.220978,0.149879,0.117544,0.650808,0.527967
R,-19.1305,-9.50447,-4.78851,0.774927,-19.1594,-9.62034,-4.79129,-0.220978,0.149671,0.117539,0.649867,0.529915
L,-19.3694,-9.46265,-4.76378,0.897083,-19.3574,-9.41177,-4.68218,0.356617,0.149456,0.117402,0.648945,0.529946
R,-19.6069,-9.41472,-4.73591,1.01907,-19.5916,-9.39394,-4.68218,0.356617,0.149244,0.117238,0.648018,0.530374
L,-19.8431,-9.36071,-4.70487,1.1408,-19.8452,-9.20629,-4.73364,0.803244,0.14903,0.117362,0.647091,0.529922
R,-20.0775,-9.30061,-4.67066,1.26215,-20.0819,-9.16613,-4.73364,0.803244,0.148817,0.117414,0.646174,0.529733
L,-20.3102,-9.23446,-4.63328,1.38303,-20.2535,-9.31999,-4.56249,0.292942,0.148636,0.117335,0.645264,0.532168
R,-20.5409,-9.16227,-4.59271,1.50334,-20.4816,-9.30535,-4.56249,0.292942,0.148458,0.117417,0.644349,0.535313
L,-20.7696,-9.08409,-4.54895,1.62296,-20.6891,-9.13593,-4.50805,0.699985,0.148309,0.117283,0.643439,0.536807
R,-20.9959,-8.99994,-4.50202,1.74179,-20.9145,-9.10093,-4.50805,0.699985,0.148163,0.11724,0.64253,0.5389
L,-21.2198,-8.90987,-4.45191,1.85972,-21.0903,-8.97725,-4.37758,0.933221,0.148114,0.117129,0.641637,0.540383
R,-21.4412,-8.81393,-4.39865,1.97666,-21.3091,-8.93059,-4.37758,0.933221,0.148071,0.117128,0.640736,0.54245
L,-21.6597,-8.71217,-4.34224,2.0925,-21.5177,-8.87898,-4.35029,0.946252,0.148055,0.117296,0.639838,0.545076
R,-21.8754,-8.60465,-4.2827,2.20712,-21.7352,-8.83166,-4.35029,0.946252,0.148033,0.117745,0.638954,0.548378
L,-22.0881,-8.49143,-4.22007,2.32043,-21.9637,-8.69635,-4.3792,1.17769,0.147973,0.118078,0.638118,0.550925
R,-22.2975,-8.37258,-4.15437,2.43232,-22.1826,-8.63747,-4.3792,1.17769,0.147891,0.118737,0.637342,0.554119
L,-22.5035,-8.24817,-4.08564,2.5427,-22.4767,-8.48557,-4.57675,1.42232,0.147693,0.119229,0.636983,0.556484
R,-22.7061,-8.11829,-4.01391,2.65145,-22.7055,-8.41445,-4.57675,1.42232,0.147489,0.120077,0.63679,0.559457
L,-22.9049,-7.98301,-3.93923,2.75848,-22.9557,-8.06675,-4.63281,2.14976,0.147309,0.119992,0.636953,0.559599
R,-23.1,-7.84243,-3.86163,2.8637,-23.1873,-7.95926,-4.63281,2.14976,0.147178,0.119984,0.637361,0.560081
L,-23.2911,-7.69663,-3.78118,2.967,-23.4432,-7.7339,-4.6965,2.45978,0.147192,0.119835,0.638288,0.559943
R,-23.4781,-7.54572,-3.69792,3.06828,-23.678,-7.61091,-4.6965,2.45978,0.147362,0.11972,0.639549,0.560082
L,-23.6609,-7.3898,-3.61191,3.16746,-23.7595,-7.43547,-4.2931,2.59772,0.147251,0.119581,0.639666,0.560108
R,-23.8393,-7.22897,-3.52321,3.26445,-23.9741,-7.30558,-4.2931,2.59772,0.147218,0.119485,0.640056,0.560425
L,-24.0132,-7.06336,-3.43189,3.35916,-24.0855,-7.21115,-4.02161,2.50447,0.147067,0.119571,0.639925,0.561431
R,-24.1825,-6.89307,-3.33801,3.45149,-24.2866,-7.08593,-4.02161,2.50447,0.146968,0.119829,0.640047,0.562829
L,-24.347,-6.71823,-3.24166,3.54138,-24.3927,-6.74407,-3.77187,3.07423,0.146789,0.119675,0.639776,0.562593
R,-24.5066,-6.53896,-3.14289,3.62873,-24.5813,-6.59036,-3.77187,3.07423,0.146643,0.119544,0.639747,0.562572
L,-24.6612,-6.35538,-3.0418,3.71347,-24.5765,-6.4372,-3.26317,3.07278,0.146512,0.119458,0.638992,0.562796
R,-24.8107,-6.16764,-2.93846,3.79553,-24.7397,-6.28356,-3.26317,3.07278,0.146362,0.119449,0.638358,0.563284
L,-24.955,-5.97587,-2.83295,3.87484,-25.0031,-6.04298,-3.52677,3.30145,0.146188,0.11934,0.638512,0.563311
R,-25.094,-5.7802,-2.72537,3.95132,-25.1794,-5.87791,-3.52677,3.30145,0.146059,0.119288,0.639,0.563559
L,-25.2276,-5.58079,-2.61581,4.02492,-25.2891,-5.68434,-3.35151,3.37638,0.1459,0.119249,0.639276,0.563801
R,-25.3556,-5.37777,-2.50435,4.09557,-25.4567,-5.51552,-3.35151,3.37638,0.1458,0.119302,0.639915,0.564269
L,-25.4779,-5.1713,-2.39109,4.16322,-25.6024,-5.246,-3.29405,3.64125,0.145747,0.119206,0.640751,0.564162
R,-25.5946,-4.96152,-2.27613,4.22781,-25.7671,-5.06393,-3.29405,3.64125,0.145824,0.119165,0.642035,0.564222
L,-25.7055,-4.7486,-2.15956,4.2893,-25.8343,-4.88932,-3.03748,3.62165,0.145782,0.119226,0.642767,0.564518
R,-25.8105,-4.53268,-2.04149,4.34764,-25.9861,-4.70824,-3.03748,3.62165,0.145868,0.119409,0.643945,0.565001
L,-25.9096,-4.31392,-1.92202,4.40279,-26.0611,-4.41974,-2.83535,3.90416,0.145883,0.119375,0.644795,0.564838
R,-26.0027,-4.0925,-1.80125,4.45471,-26.2029,-4.22453,-2.83535,3.90416,0.146051,0.11941,0.646113,0.564801
L,-26.0897,-3.86856,-1.67928,4.50337,-26.252,-3.88418,-2.59153,4.28591,0.146095,0.119257,0.646946,0.564176
R,-26.1706,-3.64227,-1.55623,4.54875,-26.3816,-3.66988,-2.59153,4.28591,0.1463,0.119111,0.648253,0.563603
L,-26.2453,-3.41381,-1.4322,4.59081,-26.2993,-3.36969,-2.03449,4.51182,0.146137,0.118978,0.648139,0.562889
R,-26.3138,-3.18332,-1.30729,4.62954,-26.4011,-3.1441,-2.03449,4.51182,0.146016,0.118841,0.648355,0.562195
L,-26.376,-2.95098,-1.18162,4.66493,-26.3673,-2.90216,-1.67814,4.55481,0.145829,0.118714,0.64801,0.5615
R,-26.4319,-2.71697,-1.05529,4.69696,-26.4512,-2.67442,-1.67814,4.55481,0.145645,0.118582,0.647947,0.560825
L,-26.4815,-2.48143,-0.928411,4.72562,-26.5924,-2.56699,-1.82877,4.2384,0.145567,0.118509,0.648718,0.56065
R,-26.5247,-2.24456,-0.80109,4.75091,-26.6838,-2.35507,-1.82877,4.2384,0.145603,0.118489,0.649966,0.560532
L,-26.5616,-2.0065,-0.673434,4.77284,-26.7315,-2.15559,-1.71371,4.20567,0.14567,0.118577,0.651256,0.560549
R,-26.5921,-1.76744,-0.545553,4.79141,-26.8172,-1.94531,-1.71371,4.20567,0.145926,0.118765,0.653086,0.560614
L,-26.6161,-1.52753,-0.417552,4.80664,-26.7232,-1.65136,-1.24124,4.42571,0.145841,0.118778,0.653574,0.560232
R,-26.6338,-1.28695,-0.289538,4.81852,-26.7853,-1.43007,-1.24124,4.42571,0.145855,0.118846,0.654498,0.559873
L,-26.6451,-1.04586,-0.161616,4.8271,-26.7453,-1.18157,-0.972781,4.4973,0.145758,0.118891,0.654939,0.559412
R,-26.65,-0.804425,-0.0338883,4.83238,-26.7939,-0.956706,-0.972781,4.4973,0.145754,0.118987,0.655807,0.558961
L,-26.6485,-0.562811,0.0935412,4.83439,-26.7984,-0.67559,-0.856662,4.64524,0.145764,0.118972,0.65671,0.55834
R,-26.6406,-0.321181,0.220572,4.83317,-26.8412,-0.443328,-0.856662,4.64524,0.145927,0.11898,0.658096,0.557721
L,-26.6264,-0.0796947,0.347104,4.82874,-26.7073,-0.0992124,-0.391811,4.93942,0.145801,0.118836,0.65831,0.557053
R,-26.6059,0.161489,0.473041,4.82116,-26.7269,0.147759,-0.391811,4.93942,0.145745,0.11869,0.658904,0.556391
L,-26.5792,0.402213,0.598287,4.81045,-26.6944,0.469407,-0.254799,5.13582,0.145677,0.118589,0.659457,0.555936
R,-26.5462,0.642323,0.722748,4.79667,-26.7072,0.726198,-0.254799,5.13582,0.145717,0.118516,0.660433,0.555504
L,-26.5069,0.881666,0.846334,4.77986,-26.7238,1.01508,-0.264985,5.22021,0.145935,0.118555,0.661925,0.555249
R,-26.4616,1.12009,0.968955,4.76007,-26.737,1.27609,-0.264985,5.22021,0.146395,0.118662,0.66394,0.555035
L,-26.4101,1.35745,1.09053,4.73737,-26.6053,1.4897,0.116274,5.09556,0.146535,0.118697,0.664879,0.554637
R,-26.3526,1.59361,1.21096,4.71181,-26.5995,1.74448,0.116274,5.09556,0.146865,0.118787,0.666272,0.554283
L,-26.2891,1.82841,1.33018,4.68345,-26.4971,1.91429,0.370236,4.87209,0.147045,0.118717,0.667148,0.553683
R,-26.2197,2.06173,1.44811,4.65235,-26.4786,2.1579,0.370236,4.87209,0.147421,0.118668,0.668456,0.553114
L,-26.1444,2.29342,1.56467,4.61859,-26.3736,2.31217,0.597825,4.63715,0.147675,0.118527,0.669344,0.552442
R,-26.0633,2.52336,1.67979,4.58223,-26.3437,2.54403,0.597825,4.63715,0.148141,0.118387,0.670653,0.551777
L,-25.9765,2.75141,1.79339,4.54334,-26.2109,2.78872,0.868504,4.6709,0.148411,0.118258,0.671385,0.551145
R,-25.8841,2.97746,1.90543,4.502,-26.1674,3.02226,0.868504,4.6709,0.148884,0.118136,0.672507,0.550541
L,-25.7861,3.20139,2.01582,4.45828,-26.0047,3.32352,1.18241,4.84898,0.149091,0.118145,0.672941,0.550212
R,-25.6826,3.42306,2.12452,4.41227,-25.9455,3.56596,1.18241,4.84898,0.149469,0.118211,0.673717,0.549967
L,-25.5737,3.64239,2.23146,4.36404,-25.7958,3.73696,1.42072,4.66105,0.149685,0.11816,0.674079,0.5495
R,-25.4596,3.85924,2.3366,4.31367,-25.7248,3.97001,1.42072,4.66105,0.150068,0.118143,0.674761,0.549105
L,-25.3402,4.07353,2.43989,4.26125,-25.6931,4.11922,1.31716,4.44053,0.150877,0.118023,0.676183,0.548519
R,-25.2157,4.28514,2.54127,4.20686,-25.6272,4.34125,1.31716,4.44053,0.152029,0.117914,0.678014,0.547985
L,-25.0863,4.49399,2.64071,4.15058,-25.3388,4.54874,1.90259,4.40232,0.152346,0.117804,0.678163,0.547471
